label	CRX	GFI1	MAZ	MEF2D	NDF1	NRL	RORB	RAX
chr11-88664575-88664739_CPPE_WT	2.747316334561364	0.00010296321909360052	1.4181984334360576e-06	5.353307055752376e-10	0.40802253322968896	0.6246199597545018	0.032120933058988506	1.382997466031456e-05
chr11-88664575-88664739_CPPE_MUT-allCrxSites	0.7518389107832391	2.5969000076332856e-09	1.4182156301000805e-06	3.404124580922133e-11	0.40802253297850033	0.6246116897006301	3.268292975277456e-06	1.3210820389418043e-05
chr11-89056083-89056247_CPPE_WT	3.697891279755189	0.3295809314156908	9.449203559018241e-08	0.002709364107439525	0.0019298973399771123	0.04798993030127754	0.0007013505780335636	0.19134676797855682
chr11-89056083-89056247_CPPE_MUT-allCrxSites	0.5947745468568684	2.1022937105372705e-10	7.585242413744934e-06	0.0002681042685778644	0.0019298966966135014	0.02289585174514162	0.0007000865119540015	0.05568703505826573
chr11-89066814-89066978_CPRE_WT	4.858686013490684	0.07094932158859131	1.6235838268292056e-08	1.0768849969416627e-08	8.10809352166752e-06	0.3989686888899302	0.004008235851557345	0.0022964104487123585
chr11-89066814-89066978_CPRE_MUT-allCrxSites	1.0865994015944669	0.0022555012569969095	1.6235841192826415e-08	1.0732775562755341e-08	8.108093522644323e-06	0.00033289004999167824	0.0038448566573903538	2.555226534211337e-05
chr11-90417904-90418068_CPPE_WT	1.4057039412949435	2.772548805316175e-05	0.0011206163290693933	1.5790393656807503e-13	4.846851784000933e-07	0.0026976179510538687	0.24551490174304128	2.8684011454309676e-07
chr11-90417904-90418068_CPPE_MUT-allCrxSites	0.45321242633284253	8.093596545372759e-11	0.0028928504310282307	1.4628951313983342e-16	4.846852381747915e-07	0.0026976133379410993	0.24551490174305432	2.8670999933875383e-07
chr11-94327831-94327995_CPPP_WT	1.25416170694549	0.9932373425477169	0.0022850558386658453	0.986356879494058	5.658383167095295e-06	0.0804358118733261	0.994248320287271	0.00015286694729014027
chr11-94327831-94327995_CPPP_MUT-allCrxSites	0.03756865240115609	0.9932373383987491	0.002285055838665846	0.986356879494058	5.902231684610779e-06	0.08043477804851551	0.9942482813797755	0.00015249789071814413
chr11-95126822-95126986_CPPN_WT	2.131179509811137	3.687215374318744e-06	0.4812670161430725	1.0527316963184388e-14	1.0085163181570588e-07	0.006873580416597666	0.07647480344813391	0.0028488226533305793
chr11-95126822-95126986_CPPN_MUT-allCrxSites	0.17067073765794671	1.2874853820908248e-13	0.481625191092408	8.309901891256693e-17	1.0085163290958923e-07	0.006881006481453594	0.07276726992873211	3.796997794973252e-05
chr11-95384451-95384615_CPPE_WT	1.1743981216517154	2.566472435063496e-10	0.0017611051756063313	6.31103734643222e-07	0.9977651075826529	0.0058598265525308234	1.274174837936926e-06	0.04348096137849661
chr11-95384451-95384615_CPPE_MUT-allCrxSites	0.20981354229186847	2.082827260735982e-12	0.0017611051756065384	6.311037253577864e-07	0.9977651075860201	0.00585982730011309	1.2723100028198518e-06	0.03273271472176027
chr11-96075738-96075902_CPPP_WT	1.0929790398555272	1.4303185941661207e-06	0.00021116079868157485	1.0664475558726495e-12	2.5035163141444916e-09	0.002006189903137901	0.006331442958678887	0.08695606204341039
chr11-96075738-96075902_CPPP_MUT-allCrxSites	0.21706523769402047	1.430318594163697e-06	0.0002111607986844503	1.0664268512610784e-12	2.5035206428331333e-09	0.001994827676770846	0.006331426305615779	0.08695606169477495
chr11-96789017-96789181_CPPP_WT	1.5124789202443327	3.5562086146026845e-05	0.0005554600609969193	4.033774084846892e-12	6.820182400688849e-10	0.007482655790697194	1.0434398250694007e-07	2.091606978878924e-06
chr11-96789017-96789181_CPPP_MUT-allCrxSites	0.5206702254387353	1.533119029498556e-05	0.0005554600803470487	2.9281726732613087e-12	6.820182400688814e-10	0.007482622043956623	9.894506667427963e-08	1.7407853500578129e-06
chr1-74848757-74848921_CPPP_WT	4.12811185768019	0.0033452707758954486	0.0004416482049229525	0.002218195217237307	2.2822957256952064e-07	0.039581546355419626	0.8015759102964737	0.10652086563252276
chr1-74848757-74848921_CPPP_MUT-allCrxSites	0.16684413134430495	1.0512506664032511e-10	0.00044992682470446673	0.0022181949465770044	3.830943064344352e-07	0.0009899905345807417	0.8015745655112321	0.10628827485826124
chr11-97279655-97279819_CPPP_WT	2.8978667612604494	0.002571873088297361	1.182904187008481	2.817660380478528e-14	1.8274210714765913e-09	0.10351284251693149	7.050368855631115e-06	5.501741843369585e-08
chr11-97279655-97279819_CPPP_MUT-allCrxSites	0.009659807248767244	3.1994913389512158e-12	1.8762743484599749	3.817575965900432e-17	2.072313425999588e-09	0.10350608872356513	6.826029855327341e-06	5.441244728686851e-08
chr11-97660835-97660999_CPPP_WT	2.275768017722177	3.876453651072624e-06	1.2853357301523615e-07	8.526406337227793e-11	3.966287624197683e-05	0.0020438093094376675	2.440026720227108e-05	9.610678228326185e-06
chr11-97660835-97660999_CPPP_MUT-allCrxSites	0.2800574985502586	1.29278967435129e-13	1.286695337750296e-07	8.320975863939702e-11	3.966289785029775e-05	0.0013818915694838894	2.439872959998691e-05	9.610141970005455e-06
chr11-98149013-98149177_CPPP_WT	2.05819021388368	0.025357304912289443	0.9998122395253966	1.4896193754510758e-11	0.0007460847578526621	0.0014037713171500443	0.012700089231713394	3.597065690873413e-08
chr11-98149013-98149177_CPPP_MUT-allCrxSites	0.01261443742781725	3.5064724420660084e-09	0.9998122818360292	1.0053698487195843e-14	0.0007460847578526623	0.0014034027669721665	0.006119577225160437	1.215327819668597e-08
chr11-98399578-98399742_CPPP_WT	1.0825425082797269	1.0275163018291216e-06	4.30072663915048e-10	7.011618003098882e-13	0.0008596938026816894	0.1634374547236148	0.00043828035625696895	0.004729535737611547
chr11-98399578-98399742_CPPP_MUT-allCrxSites	0.08536415600010731	2.626887942476729e-11	8.402541316043152e-10	7.004824053047406e-13	0.0008596938026816892	0.163418838209028	0.00042761959312481935	0.004729534221359842
chr11-99396196-99396360_CPPE_WT	2.410752587283315	9.462824655473505e-06	3.3413726940332193e-10	8.595259201147155e-10	4.7957790565505834e-06	0.008373848389362717	1.78800689828617e-05	0.9752123371753258
chr11-99396196-99396360_CPPE_MUT-allCrxSites	0.41456237923393635	8.4681405040579e-06	6.597445884563141e-10	8.492724623724581e-10	4.79578056555611e-06	0.008328616714252453	1.8417141059639663e-05	0.9752123357510158
chr11-101663432-101663596_CPRE_WT	1.171601982957157	1.2708079252805928e-06	1.3377283767421835	3.2832093151754556e-12	6.5909204100911475e-06	0.05324741888535512	9.514268084380004e-05	0.00023670638543784168
chr11-101663432-101663596_CPRE_MUT-allCrxSites	0.1838843771798876	8.133767329938776e-07	1.3377283767421835	1.839487306948835e-12	6.590918755358026e-06	0.05244241258977227	9.245707909421874e-05	0.00023595049280025475
chr11-101718480-101718644_CPPE_WT	2.598640040709173	4.80797862443009e-05	7.266981581965306e-08	2.0543337270023128e-10	2.4333898730832357e-08	0.03588579579258226	0.010750607871882837	1.0010599062001442
chr11-101718480-101718644_CPPE_MUT-allCrxSites	1.600675106872255	4.77180428442891e-05	0.00046792325412561077	2.0543024072231664e-10	2.433389966145392e-08	0.0358857524189803	0.01075060776781047	1.001059869693042
chr11-102284787-102284951_CPPP_WT	1.9577066305838027	0.02112339330549819	0.10824183754778846	0.010352723299136796	0.0004963372971885093	0.7419206701694906	0.004170140394020377	0.044292165022775755
chr11-102284787-102284951_CPPP_MUT-allCrxSites	0.04602750581974752	9.175676648619216e-10	0.10824248546690078	0.0003985655988430326	0.0004963372971764104	0.7407957041701252	0.004169811877469397	0.04429315737951622
chr11-103267442-103267606_CPPP_WT	1.9955548602995359	0.0454568799056675	0.0025773090248191037	6.33163060956309e-08	5.609824499447699e-09	0.06372947480923488	2.356704005477226e-06	0.2875610894092336
chr11-103267442-103267606_CPPP_MUT-allCrxSites	0.0259171312642252	0.045456879899221994	0.0031564056517785224	6.331630609061676e-08	5.609824697953475e-09	0.06372952084996901	2.115594365812678e-06	0.28756108940782393
chr11-103732399-103732563_CPPE_WT	2.8927398200034506	0.588540640933906	8.974046985757112e-08	4.614722039604483e-09	4.5312659906107436e-05	0.03207629349449924	0.00012658731733639897	0.011495264503943864
chr11-103732399-103732563_CPPE_MUT-allCrxSites	0.06539043916534643	1.463696372385419e-10	8.974047219916345e-08	2.692998526587916e-09	4.531207516373926e-05	0.028011613039067264	0.0001262451689525536	0.011488001917257589
chr11-103912006-103912170_CPPE_WT	2.578081657502969	8.886076368721528e-07	3.251788677136915e-05	1.2274104053843748e-17	4.794125845362813e-05	0.9844102855979439	1.092747578918311e-06	0.0012459179431581987
chr11-103912006-103912170_CPPE_MUT-allCrxSites	0.6618263653232174	8.882005931602988e-07	3.2538878275247335e-05	1.1244742823955453e-17	4.7941363973362755e-05	0.9842568019638066	5.68121632648895e-07	0.0012459171232610561
chr11-105124026-105124190_CPPN_WT	1.1697924396473094	0.0011040051792783182	7.002781108814633e-05	1.6077448949220887e-09	3.869659337223374e-12	0.0003895402864604125	0.043456770901160326	0.05849281619477053
chr11-105124026-105124190_CPPN_MUT-allCrxSites	0.22108681411454262	4.691875870520406e-10	7.002781109217026e-05	1.6070720807163782e-09	3.869834614761124e-12	2.617289105944897e-05	0.043431878328448276	0.042045467647347984
chr11-106773221-106773385_CPRE_WT	3.200551073574486	1.8658446657900784e-10	5.163104454173428e-10	3.0939142318001114e-16	0.056442459751423785	0.008397731211831317	0.23117200760829587	1.320182410235005e-07
chr11-106773221-106773385_CPRE_MUT-allCrxSites	0.353576294430795	1.062554334117078e-11	2.004803377737502e-08	1.7075090112295208e-16	0.0564424589904678	0.007593349672670165	0.2311707807801095	8.5230477232198e-08
chr11-106787238-106787402_CPPP_WT	3.0320562237466957	0.00018547585879878198	7.216963332699168e-10	9.816486873447843e-08	0.0016800773385612642	0.0010273830468052335	0.023120359843630575	0.6149473175565213
chr11-106787238-106787402_CPPP_MUT-allCrxSites	1.1159509831886092	3.777619858358746e-10	7.216964762327268e-10	9.816457586433816e-08	0.001680055828749701	0.0014745133598638334	0.002616849246619295	0.6149469919977522
chr11-106999452-106999616_CPPP_WT	1.6493444449647323	0.0014059058476620753	0.8880972749662581	4.271580705985891e-09	4.2817413643622415e-12	0.11346563079312207	8.14731773231677e-05	0.24174385835338066
chr11-106999452-106999616_CPPP_MUT-allCrxSites	0.7645695652432659	0.001405905845563224	0.8880972749662581	4.271580705844167e-09	2.990283840026078e-12	0.11351002098410266	8.152878445963718e-05	0.2417438583433513
chr11-107236925-107237089_CPPE_WT	2.0788709141860346	8.814450800826489e-11	0.004047727246931558	3.0721765050646255e-11	0.5354774086958292	0.192079675207538	1.9957754987297966	0.03665786052885609
chr11-107236925-107237089_CPPE_MUT-allCrxSites	0.32477121308277346	4.9742314081296356e-11	0.004047727248165775	2.9135541018258416e-11	0.5354774086958417	0.19119898144283592	1.9959977209889241	0.0031294287067422056
chr11-107382009-107382173_CPPE_WT	3.379710813281746	0.004436388200211749	6.56022645744954e-05	3.8996160582468124e-13	7.996251922159685e-06	0.0007156427838553781	1.6253436190782043e-05	0.0015625411655991078
chr11-107382009-107382173_CPPE_MUT-allCrxSites	0.3021752931559079	0.0026947917512939058	6.560231514842583e-05	8.24996407142937e-14	7.996212721082322e-06	0.004433680907270766	1.6184164513227974e-05	0.005253189961031907
chr11-108160439-108160603_CPPN_WT	4.289491719434958	0.8646181564581633	1.6649624760492192e-10	1.1933188050676478e-09	1.367775643036713e-10	0.11433994541623238	1.125698193751502e-05	0.016835404642064858
chr11-108160439-108160603_CPPN_MUT-allCrxSites	1.4831804309724537	0.8646170364379447	1.6654958409686264e-10	1.1091151142442356e-10	6.493158935756007e-10	0.11422041428432843	1.1919922692214634e-05	0.016835221840388388
chr11-109298284-109298448_CPPE_WT	1.936668702665159	0.005706181327835465	5.229549182128488e-09	3.4316005000008906e-09	0.5966983503434041	0.004566357512107887	0.00032840727510433326	6.1353224639907924e-06
chr11-109298284-109298448_CPPE_MUT-allCrxSites	0.1449424803087057	3.747397532886273e-10	6.364291953164187e-09	3.14584236190627e-09	0.5966983503436168	0.00455761815101704	2.3010592704272352e-05	3.531924566470132e-07
chr11-114668369-114668533_CPPP_WT	1.7154218246164898	0.011708373150156468	0.08692698805085598	2.783795965767711e-07	7.446669327369862e-08	0.04596520700129761	0.0001505031274621966	0.0025111658384332244
chr11-114668369-114668533_CPPP_MUT-allCrxSites	0.7185424383013403	3.802660283919116e-09	0.0869269880508561	2.7833790291035846e-07	7.4466693264557e-08	0.04593735134614959	0.00015046815697231105	0.0024659507714881635
chr11-115218089-115218253_CPPE_WT	4.541783240989134	0.8119940692203902	6.154895924712125e-09	4.028735699127066e-07	0.17140570497811836	8.348947835415205e-05	0.04743849372164255	0.9011939021846335
chr11-115218089-115218253_CPPE_MUT-allCrxSites	1.5568449129086703	0.46229383691929304	6.049129175636187e-08	5.344553528792798e-10	0.17140570732362492	8.325422825201757e-05	0.047435718451506466	0.9011938863534767
chr1-75909427-75909591_CPPN_WT	4.220974628992504	0.0847601875220944	1.8502838956623797e-05	9.184816619416018e-11	0.02438193345661142	0.032940945095233876	0.015087301431692705	0.0559810595849925
chr1-75909427-75909591_CPPN_MUT-allCrxSites	2.1578478670881194	3.442960467889472e-05	1.8575643048060663e-05	7.623071128371767e-11	0.02438193350326368	0.03265806454202087	0.015062894962547172	0.05598097245489574
chr11-115833330-115833494_CPPE_WT	1.5010686564252553	1.3150908561842403e-10	0.0012830129666684858	5.5579691600927607e-08	8.433714180239623e-06	0.022919829558044717	3.52419628539565e-05	0.007707695437455708
chr11-115833330-115833494_CPPE_MUT-allCrxSites	0.5515701889922546	1.3150892441764672e-10	0.0012830129665332448	5.5579691509656994e-08	8.433713873648365e-06	0.023075500764980956	3.5235559763092355e-05	0.005627244019131923
chr11-115895291-115895455_CPPE_WT	2.6386763258824963	0.04789451113138651	7.633571590144356e-09	4.433242018654589e-14	1.000119661851217	0.003490970391158264	0.0021980012347538455	6.578417183914868e-05
chr11-115895291-115895455_CPPE_MUT-allCrxSites	0.8034190813858029	0.047883269881812435	1.272593992837678e-06	3.5314831725223683e-14	1.0001196618512183	0.0032113384336241073	0.001703050474294164	6.5784155077208e-05
chr11-116053723-116053887_CPRE_WT	3.4168447816801955	2.4766560944032786e-10	8.042844674553416e-05	7.966626062310471e-14	6.191889371477869e-08	0.0510379454242901	6.309196390158516e-05	3.022086461573784e-07
chr11-116053723-116053887_CPRE_MUT-allCrxSites	0.6224532097134533	2.27904930620186e-10	8.042844674553753e-05	4.081842547271077e-15	6.18047406288492e-08	0.0586442957310523	6.306165149141915e-05	3.0211449410406974e-07
chr1-76104384-76104548_CPPE_WT	2.548946565259475	3.7583379675345848e-06	2.241813351917662e-12	2.0793798413483895e-07	1.860121012934569e-10	0.10374109374989858	0.10654597727815676	0.14680302123242692
chr1-76104384-76104548_CPPE_MUT-allCrxSites	0.5760534594914317	1.99298981704215e-11	4.585057057718827e-12	2.0793750468848208e-07	1.8450397558737194e-10	0.10372516156047905	0.10654592125633294	0.14680289086959006
chr11-116657028-116657192_CPPP_WT	3.2275884510607837	0.026381680929356572	5.4829232132189176e-05	1.9330642297801693e-14	3.783508906829243e-11	0.04142404532888299	1.5107513236803813e-05	0.17375137985569877
chr11-116657028-116657192_CPPP_MUT-allCrxSites	0.10061575193717913	1.4822641670049004e-08	0.0001232157024486471	1.3302911466647037e-14	2.5593563077040302e-12	0.0173473294984225	1.4292772482600447e-05	6.656347072191122e-06
chr11-117165675-117165839_CPPE_WT	3.4093310845052063	0.8840454826457702	1.1864268330732798e-12	8.777539168223807e-10	8.39771601027183e-09	1.6387261688956665	0.0009290373943244249	0.0013831331936833295
chr11-117165675-117165839_CPPE_MUT-allCrxSites	0.5579503955794836	1.0978579911615488e-09	4.198818040037485e-11	8.777536625552483e-10	8.514613141120066e-09	0.9371667497451196	0.0008999775832527167	0.0013755757472284115
chr1-76118911-76119075_CPPE_WT	4.99948216068781	0.09633460903481063	1.6803479328374325e-07	8.717424275514411e-05	2.6320251747751406e-06	0.00354648157060654	0.11310803381286696	1.4812632762946372e-05
chr1-76118911-76119075_CPPE_MUT-allCrxSites	0.0331238057865276	2.652098567270847e-09	1.6804354143923684e-07	8.717423166503633e-05	2.632025174630826e-06	0.0022887304187827664	0.11307170227291725	9.431443018736074e-06
chr11-117654493-117654657_CPPP_WT	1.090337618309114	1.78744503236304e-12	0.08792363246407092	1.5232015030500797e-12	5.772418814485009e-10	6.152727703746538e-06	1.5980192171237524e-05	1.021840278934718e-06
chr11-117654493-117654657_CPPP_MUT-allCrxSites	0.122821543625032	1.0452987673463887e-12	0.0879236338330995	1.0405313434816406e-13	5.772419185182045e-10	6.152530183347524e-06	1.4483936544133361e-05	2.4992901216555527e-07
chr11-118476877-118477041_CPPP_WT	0.991886139510606	1.959805882610053e-06	3.098471044163813e-05	2.4590120545619456e-16	4.937230475125179e-09	1.046929662607912	4.011036899359537e-06	1.481808771965979e-07
chr11-118476877-118477041_CPPP_MUT-allCrxSites	0.004786638901053708	1.9598049629613094e-06	4.5566842291399094e-05	2.459012048651173e-16	4.937230475572717e-09	1.0468712761570818	3.968916294210457e-06	1.4818024513772193e-07
chr11-118982703-118982867_CPPE_WT	5.234197747226297	5.5925631412915134e-08	0.9860078385231339	1.167402853275743e-10	0.00017676382189415465	0.9969037241446356	4.235244422453713e-06	0.0005215802724727102
chr11-118982703-118982867_CPPE_MUT-allCrxSites	2.028432217513441	2.503186004070017e-12	0.9860078418039471	1.1596962462196079e-10	0.00017678316787578282	0.9968714964309769	5.237803886944808e-07	3.059158681901442e-05
chr1-76401649-76401813_CPRN_WT	1.7562702774536563	6.812852413445743e-05	0.010864944371709368	0.00994116304644368	7.475529344829086e-08	0.06680636256718443	0.01862195661141797	0.08424443918301361
chr1-76401649-76401813_CPRN_MUT-allCrxSites	0.7613490731370526	2.3704340568751133e-08	0.010864944371955355	0.009941163030131895	2.436681776782359e-08	0.0666794779674835	0.018621832646312873	0.08424255653734947
chr11-120510375-120510539_CPPE_WT	2.3099032961756816	2.3558990834979066e-08	9.839889037577503e-07	1.199419455494353e-09	3.8099353347932025e-05	0.07528356196483924	0.03891759304569727	0.0006806610105244327
chr11-120510375-120510539_CPPE_MUT-allCrxSites	0.3149132042496217	2.7475989151095015e-10	1.0303897029950463e-06	1.199418424519039e-09	3.8099352005513885e-05	0.07518480155442567	0.03867139903691218	0.0006808230552461351
chr12-3399909-3400073_CPPE_WT	2.75579515835532	4.5413462028455214e-09	1.8075081515717363e-10	0.8609709887736897	2.9834949917015303e-10	0.0005436504770902137	0.0005396462395563833	3.993609388589286e-05
chr12-3399909-3400073_CPPE_MUT-allCrxSites	1.7581955944484737	4.13423802133108e-09	4.6581372442331357e-08	0.8609709887736897	2.97463464811946e-10	0.0005435697727822136	0.00036543553990609146	3.993598119930907e-05
chr12-4509894-4510058_CPPE_WT	4.329654293768113	0.15419301812833733	5.022340134936058e-13	0.00017209462881858647	5.419000643080878e-10	0.15069747996678878	1.9922860724123048	0.8072281766045233
chr12-4509894-4510058_CPPE_MUT-allCrxSites	2.3594619187721033	0.15419206641690128	1.1872322017283978e-10	0.00017209390346847016	5.41905258726353e-10	0.1125870750972018	1.9922860695423987	0.807228176596665
chr12-4817388-4817552_CPPP_WT	1.9711222993638886	0.004135615776192118	1.6554993907422457	2.68079392020828e-17	9.92051224572057e-09	0.0024176787506376336	4.6489731616033156e-06	1.8555794261345073e-06
chr12-4817388-4817552_CPPP_MUT-allCrxSites	0.13448789484580842	0.004135612997941183	1.6554993907823148	2.6788612705590886e-17	9.920515266392311e-09	0.004213966876929075	1.352745607031915e-06	1.7451265711982419e-06
chr12-5278897-5279061_CPPE_WT	3.010493836008102	0.00011850374749488322	9.50964031135497e-10	6.24871950073035e-13	0.0015905034154932002	0.00014247661150674845	0.7931771574023816	2.7794938918511992e-05
chr12-5278897-5279061_CPPE_MUT-allCrxSites	1.094358164781866	0.00011848908718970317	5.228523731953822e-08	2.0944342294898472e-15	0.001590503415498318	0.00014130974605451756	0.7931765499848294	2.775053625967665e-05
chr12-7696481-7696645_CPPN_WT	5.865213771732405	0.3964710767420008	5.254518473667799e-10	0.0007636018851194255	1.884269780545091e-10	0.21950195311512108	0.0016571641943270725	0.2528994827944347
chr12-7696481-7696645_CPPN_MUT-allCrxSites	1.008845979711674	0.3950824281295393	5.282057237942377e-10	0.0007635987661657238	9.248617234922425e-09	0.22668723210926076	0.0016567902326290048	0.2528992081399859
chr12-7738814-7738978_CPPE_WT	1.1342084641356167	0.0065982464897666	1.9982475211052346	8.040448656956747e-08	2.6177393800644834e-10	1.7436006132710544e-05	0.9978526418066569	0.01434118326016559
chr12-7738814-7738978_CPPE_MUT-allCrxSites	0.17951298022986215	1.9064491200077746e-10	1.9982475211052348	8.040470107306322e-08	2.6146953088154603e-10	1.7217156965737687e-05	0.997852393975094	0.014341750263737869
chr12-11265680-11265844_CPPP_WT	1.5179632802747662	7.707831366031628e-07	0.3962929105767562	2.153833362212595e-12	1.6981060174597113e-10	0.00011382403131408644	3.0463191588406912e-05	0.02561848037276177
chr12-11265680-11265844_CPPP_MUT-allCrxSites	0.5929586929441688	7.707831355673914e-07	0.39629291057675625	2.153821644700371e-12	1.6981057145901243e-10	0.00010956392240709779	3.0463175423753553e-05	0.025617339167428522
chr12-13244014-13244178_CPPE_WT	3.466558138296587	0.000192896331665273	1.8442785571567584e-11	7.126853088300299e-08	0.5194567259670853	0.04245649741557913	0.00017371548405535877	0.012447397023242542
chr12-13244014-13244178_CPPE_MUT-allCrxSites	1.1937159777760888	0.00019232618903775408	1.8443060645868854e-11	7.0407107737479075e-09	0.5194567259683001	0.042583686961776376	9.443612941576208e-05	0.011463622379525942
chr12-15849681-15849845_CPPE_WT	2.032613813753814	0.00011804048186564153	6.90436772886926e-05	1.0980875227900858e-12	3.600046732252446e-09	0.025325908402594424	6.0397409940017266e-05	0.006946078906383656
chr12-15849681-15849845_CPPE_MUT-allCrxSites	0.1977516475501826	8.170384106471066e-10	6.904368804853396e-05	1.0756872951505966e-12	3.6085280352582675e-09	0.02532748663524069	6.038562322244275e-05	0.0069460788179081774
chr12-16911366-16911530_CPPE_WT	4.569254128602687	0.0044287789653465245	3.965204556443884e-09	1.2095059069088294e-09	1.808915657867536e-05	0.00375579871719605	0.0044789963445639285	1.6340277352252206
chr12-16911366-16911530_CPPE_MUT-allCrxSites	2.597925494649969	0.004423493609963274	4.781135730144688e-09	1.3970930224638937e-09	1.8089156578672356e-05	0.003612519287207553	0.0033402781546937807	1.6340267826023003
chr12-17420105-17420269_CPPN_WT	5.246247593386005	4.411554052168097e-05	3.9898914935227384e-15	3.900910671067375e-09	6.999943700135103e-08	0.02145736663229289	0.0016290187031225008	0.0008329016563526516
chr12-17420105-17420269_CPPN_MUT-allCrxSites	1.442896666394741	2.8752138933885303e-05	5.471933450560404e-15	4.953273661433842e-10	7.138554781344976e-08	0.013321526468541896	0.0017629760193984916	0.00013169232576323362
chr1-80256762-80256926_CPPE_WT	4.665048431664481	1.0472905573526632	6.908827660797773e-11	3.3921329088706754e-06	0.002447403365331196	0.7081899853306561	0.22836976915431578	0.5535423425303915
chr1-80256762-80256926_CPPE_MUT-allCrxSites	2.1001733883577	1.0472709606668746	6.200719849291589e-08	3.392132902972416e-06	0.0024474033614445404	0.690227563469502	0.22958628454639915	0.5535391644731631
chr12-30926040-30926204_CPPE_WT	4.884913851924986	0.1324284326802555	3.2183279520087876e-12	1.3703375010552522e-09	0.000204901257763158	0.00527733909017856	6.570194588474344e-05	0.0018340549625408872
chr12-30926040-30926204_CPPE_MUT-allCrxSites	0.9927063663021015	0.13239794619114736	3.363748665530418e-12	8.879388410632197e-10	0.00020491264916342315	0.004870228918019286	6.278664483185891e-05	0.0011837105790314453
chr12-31513701-31513865_CPPN_WT	5.916334049854662	0.38379315063041675	5.63745072601077e-14	0.1353523467854243	0.00041470927960054885	1.0077121473992818	0.05731821525367166	0.8369795791909549
chr12-31513701-31513865_CPPN_MUT-allCrxSites	3.0643958711235273	0.3490618033889375	6.502367889846302e-12	0.13535234634658652	0.00041470927960054885	1.0075639796362061	0.05841294677190886	0.8370040198998387
chr12-32962200-32962364_CPPE_WT	3.1004176643765717	7.537783161288422e-05	6.5184557084613146e-09	3.130159423317453e-11	1.0897876745817912e-09	0.3657913517506328	7.270393038157924e-05	0.0016373479627930165
chr12-32962200-32962364_CPPE_MUT-allCrxSites	1.036073355648847	4.886658785567645e-11	6.518458882665178e-09	3.130153888215322e-11	1.0896466758364275e-09	0.28993801281755616	6.967566245675262e-05	0.001625027900601349
chr12-34528845-34529009_CPPP_WT	1.5734598923929424	5.3445094687066485e-06	9.890202091754022e-05	0.6960110036222841	9.198949279998553e-05	0.026859025491261918	0.0034502046663252035	6.625836082585823e-05
chr12-34528845-34529009_CPPP_MUT-allCrxSites	0.6033406831356561	4.779088130416231e-07	9.89020209177353e-05	0.696011000910067	9.198949279998583e-05	0.02667795942871701	0.0012935916046686498	6.426702757487561e-05
chr12-35514794-35514958_CPPE_WT	6.291981515377287	0.004880771466858001	4.205409487378193e-06	9.436746749912595e-13	0.9879486559051714	0.051666886383716026	0.01884314005263257	0.013219482320202704
chr12-35514794-35514958_CPPE_MUT-allCrxSites	1.3386966142525654	2.2589262917874716e-10	4.243290171683401e-06	2.704862199057616e-13	0.9879486555572173	0.05161409487374412	1.937770096751879e-05	0.0002384548483765691
chr12-43924320-43924484_CPCE_WT	6.888853067567615	0.19640997495618764	7.145842736870199e-11	3.040193006112775e-10	3.741757653281107e-08	0.26537299331478764	1.142961074742403e-05	0.009824033529098823
