label	expression	expression_SEM	expression_log2	autonomous_activity
chr1-58392333-58392497_UPCP_WT	0.0	0.0	-6.643856189774724	False
chr1-58954225-58954389_UPRE_MUT-allCrxSites	0.10115416820163466	0.01464245651914478	-3.1693660454781374	False
chr1-58954225-58954389_UPRE_WT	0.0	0.0	-6.643856189774724	False
chr1-58970035-58970199_CPNE_MUT-allCrxSites	0.0913600277039632	0.05175240343544914	-3.3024392709751176	False
chr1-58970035-58970199_CPNE_WT	0.0	0.0	-6.643856189774724	False
chr1-59208019-59208183_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-59208019-59208183_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr1-59229602-59229766_CPPE_scrambled	0.0	0.0	-6.643856189774724	False
chr1-60569823-60569987_CPRE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-60569823-60569987_CPRE_WT	0.0	0.0	-6.643856189774724	False
chr1-64122412-64122576_UPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-64122412-64122576_UPPP_WT	0.0	0.0	-6.643856189774724	False
chr1-64568262-64568426_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-64568262-64568426_CPPE_WT	76.96371217990955	12.398367728391323	6.266293920136342	True
chr1-64570752-64570916_UPCE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-64570752-64570916_UPCE_WT	1.3766834784244892	0.20405586947591084	0.47163851857738404	True
chr1-64956642-64956806_CSPP_MUT-shape	0.0	0.0	-6.643856189774724	False
chr1-64956642-64956806_CSPP_WT	0.0	0.0	-6.643856189774724	False
chr1-66322100-66322264_UPCP_MUT-allCrxSites	0.12920601894305447	0.022117460269786185	-2.8447065035888945	False
chr1-66322100-66322264_UPCP_WT	0.12673746600446467	0.006255128625746715	-2.87051949998251	False
chr1-66339803-66339967_CPPE_MUT-allCrxSites	0.1901918198001656	0.07510909504739177	-2.3205450706377677	False
chr1-66339803-66339967_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr1-66686456-66686620_CPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-66686456-66686620_CPPP_WT	0.1333763350227606	0.050656607999843666	-2.8021211751902952	False
chr1-66831299-66831463_CPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-66831299-66831463_CPPP_WT	0.0	0.0	-6.643856189774724	False
chr1-67026369-67026533_UPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-67026369-67026533_UPPE_WT	0.0	0.0	-6.643856189774724	False
chr1-72182623-72182787_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-72182623-72182787_CPPE_WT	0.2281078124870916	0.031650774668612124	-2.070313137649646	False
chr1-72220055-72220219_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-72220055-72220219_CPPE_WT	2.1062605444544964	0.1638026231294366	1.0815172564938937	True
chr1-73826292-73826456_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-73826292-73826456_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr1-74848757-74848921_CPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-74848757-74848921_CPPP_WT	0.0	0.0	-6.643856189774724	False
chr1-74850976-74851140_CSPP_MUT-shape	0.0	0.0	-6.643856189774724	False
chr1-74850976-74851140_CSPP_WT	0.0	0.0	-6.643856189774724	False
chr1-74854904-74855068_CSPP_MUT-shape	0.0	0.0	-6.643856189774724	False
chr1-74854904-74855068_CSPP_WT	0.0	0.0	-6.643856189774724	False
chr1-75239959-75240123_UPCE_MUT-allCrxSites	0.055783172729693284	0.02096394858906304	-3.9261375985820814	False
chr1-75239959-75240123_UPCE_WT	0.18144547091268315	0.07990663619343077	-2.3849945645979607	False
chr1-75436333-75436497_UPPQ_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-75436333-75436497_UPPQ_WT	0.0	0.0	-6.643856189774724	False
chr1-75909427-75909591_CPPN_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-75909427-75909591_CPPN_WT	0.03205052398575572	0.00819784534640478	-4.5717324119591956	False
chr1-76104384-76104548_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-76104384-76104548_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr1-76118911-76119075_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-76118911-76119075_CPPE_WT	11.168862623842445	0.8646039463056677	3.4827015057505712	True
chr1-76401649-76401813_CPRN_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-76401649-76401813_CPRN_WT	0.08102956012623727	0.01737583709534348	-3.4575210804798724	False
chr1-78484347-78484511_UPCN_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-78484347-78484511_UPCN_WT	0.0	0.0	-6.643856189774724	False
chr1-80256762-80256926_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-80256762-80256926_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr1-81076946-81077110_UPCN_MUT-allCrxSites	0.1485575100836872	0.030439597652713538	-2.6569218825109293	False
chr1-81076946-81077110_UPCN_WT	0.0	0.0	-6.643856189774724	False
chr1-83345192-83345356_CPCN_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-83345192-83345356_CPCN_WT	0.83883401796315	0.27183595614921224	-0.23644561987489893	False
chr1-83752980-83753144_UPCE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-83752980-83753144_UPCE_WT	0.0	0.0	-6.643856189774724	False
chr1-84839341-84839505_CSPP_MUT-shape	0.1903835427313424	0.08234636596048606	-2.3191640683644077	False
chr1-84839341-84839505_CSPP_WT	0.0	0.0	-6.643856189774724	False
chr1-84850016-84850180_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-84850016-84850180_CPPE_WT	12.22637875107002	2.0794097412653083	3.6131047631427395	True
chr1-86211117-86211281_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-86211117-86211281_CPPE_WT	NaN	NaN	NaN	False
chr1-86582432-86582596_CPPP_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-86582432-86582596_CPPP_WT	0.0	0.0	-6.643856189774724	False
chr1-87433040-87433204_CSPE_MUT-shape	0.0	0.0	-6.643856189774724	False
chr1-87433040-87433204_CSPE_WT	0.0	0.0	-6.643856189774724	False
chr1-87671167-87671331_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-87671167-87671331_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr1-87803513-87803677_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-87803513-87803677_CPPE_WT	2.3216617666927037	0.395027713653288	1.2213585248566217	True
chr1-88007833-88007997_UPCQ_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-88007833-88007997_UPCQ_WT	0.0	0.0	-6.643856189774724	False
chr1-89070080-89070244_CSPQ_MUT-shape	0.0	0.0	-6.643856189774724	False
chr1-89070080-89070244_CSPQ_WT	0.0	0.0	-6.643856189774724	False
chr1-89576933-89577097_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-89576933-89577097_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr1-89577240-89577404_CBPE_MUT-shape	0.0	0.0	-6.643856189774724	False
chr1-89577240-89577404_CBPE_WT	0.0	0.0	-6.643856189774724	False
chr1-92642011-92642175_CPPP_MUT-allCrxSites	0.1967519460316348	0.0600567562284068	-2.2740271862067685	False
chr1-92642011-92642175_CPPP_WT	0.0	0.0	-6.643856189774724	False
chr1-93100493-93100657_CPPP_MUT-allCrxSites	0.07009768560270856	0.014736334633913247	-3.6420956327553933	False
chr1-93100493-93100657_CPPP_WT	0.07616852481761682	0.018981408663479356	-3.5366952042413438	False
chr1-93731979-93732143_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr1-93731979-93732143_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr1-97660707-97660871_UPPP_MUT-allCrxSites	0.12716734580358055	0.0569735787933376	-2.865991021935866	False
chr1-97660707-97660871_UPPP_WT	0.0	0.0	-6.643856189774724	False
chr10-100487449-100487613_CSPP_MUT-shape	0.0	0.0	-6.643856189774724	False
chr10-100487449-100487613_CSPP_WT	0.0	0.0	-6.643856189774724	False
chr10-100891458-100891622_CPRN_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr10-100891458-100891622_CPRN_WT	0.0	0.0	-6.643856189774724	False
chr10-105332920-105333084_UPCE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr10-105332920-105333084_UPCE_WT	2.7818787422165636	0.5337896854042073	1.4812362833091124	True
chr10-105851255-105851419_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr10-105851255-105851419_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr10-106720125-106720289_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr10-106720125-106720289_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr10-108153306-108153470_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr10-108153306-108153470_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr10-108679686-108679850_CPPE_MUT-allCrxSites	0.12177206421928323	0.019885769106077426	-2.9238835446029716	False
chr10-108679686-108679850_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr10-108960960-108961124_UPCE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr10-108960960-108961124_UPCE_WT	1.481429033796433	0.23171264600126235	0.5766953319971365	True
chr10-110992199-110992363_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr10-110992199-110992363_CPPE_WT	0.0	0.0	-6.643856189774724	False
chr10-111364412-111364576_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr10-111364412-111364576_CPPE_WT	0.9018100930456376	0.4105271899402542	-0.13319471605724634	False
chr10-111494155-111494319_UPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr10-111494155-111494319_UPPE_WT	0.0	0.0	-6.643856189774724	False
chr10-117478052-117478216_UPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr10-117478052-117478216_UPPE_WT	0.0	0.0	-6.643856189774724	False
chr10-117642017-117642181_CPPE_MUT-allCrxSites	0.0	0.0	-6.643856189774724	False
chr10-117642017-117642181_CPPE_WT	0.889165584550926	0.10504091031394663	-0.15334127724210175	False
chr10-118108687-118108851_UPPE_MUT-allCrxSites	0.2241388260697168	0.08114994962918433	-2.0945639057014027	False
chr10-118108687-118108851_UPPE_WT	0.0	0.0	-6.643856189774724	False
