label	total_occupancy	diversity	entropy
chr11-101663432-101663596_CPRE_MUT-allCrxSites	1.5743909783810655	1.0	0.3894257516266604
chr11-101718480-101718644_CPPE_WT	3.6463845275691744	2.0	1.981776602067262
chr11-101718480-101718644_CPPE_MUT-allCrxSites	2.6488870025883875	2.0	1.495405835521428
chr11-102284787-102284951_CPPP_WT	2.8883038976197013	2.0	1.7064857032837695
chr11-102284787-102284951_CPPP_MUT-allCrxSites	0.9444235685273462	1.0	0.24415186569123742
chr11-103267442-103267606_CPPP_WT	2.394882039078627	1.0	0.8128075131031272
chr11-103267442-103267606_CPPP_MUT-allCrxSites	0.42582321159351527	0.0	0.08580067484094903
chr11-103732399-103732563_CPPE_WT	3.5250240132682342	2.0	1.3967880756170654
chr11-103732399-103732563_CPPE_MUT-allCrxSites	0.10506170394562794	0.0	0.006477821879153377
chr11-103912006-103912170_CPPE_WT	3.563820301544512	2.0	1.8207504926806177
chr11-103912006-103912170_CPPE_MUT-allCrxSites	1.6474110209747594	2.0	0.7272161629423264
chr11-105124026-105124190_CPPN_WT	1.2733056016316815	1.0	0.16315088458995095
chr11-105124026-105124190_CPPN_MUT-allCrxSites	0.30666036287262	0.0	0.04091883917519947
chr11-106773221-106773385_CPRE_WT	3.496563404867173	1.0	0.7621479234000805
chr11-106773221-106773385_CPRE_MUT-allCrxSites	0.6487829891631792	0.0	0.19959194219309184
chr11-106787238-106787402_CPPP_WT	3.6730169362775777	2.0	1.4293123043520808
chr11-106787238-106787402_CPPP_MUT-allCrxSites	1.7366694928856286	2.0	0.7574363652751782
chr11-106999452-106999616_CPPP_WT	2.894138592378341	2.0	2.1080495915257464
chr11-106999452-106999616_CPPP_MUT-allCrxSites	2.009408158441572	2.0	1.4115520895916636
chr11-107236925-107237089_CPPE_WT	4.8429090847138525	3.0	4.746012860504199
chr11-107236925-107237089_CPPE_MUT-allCrxSites	3.0546224802441615	2.0	2.1484102006083368
chr11-107382009-107382173_CPPE_WT	3.3865152373844896	1.0	0.01898408001898571
chr11-107382009-107382173_CPPE_MUT-allCrxSites	0.31464673846796976	0.0	0.007447592334091242
chr11-108160439-108160603_CPPN_WT	5.285296484429948	2.0	2.5604947027256757
chr11-108160439-108160603_CPPN_MUT-allCrxSites	2.4788650243845844	2.0	1.4732908268255391
chr11-109298284-109298448_CPPE_WT	2.5439741431072243	2.0	1.0580424045574677
chr11-109298284-109298448_CPPE_MUT-allCrxSites	0.7462218224733745	1.0	0.14109083352528554
chr11-114668369-114668533_CPPP_WT	1.862684414630985	1.0	0.2889481788944779
chr11-114668369-114668533_CPPP_MUT-allCrxSites	0.854023553234063	1.0	0.15539566276868055
chr11-115218089-115218253_CPPE_WT	6.473899309600739	3.0	5.28989349602465
chr11-115218089-115218253_CPPE_MUT-allCrxSites	3.1392573772105705	2.0	2.7500801315992285
chr1-75909427-75909591_CPPN_WT	4.434144559013934	1.0	0.6481641006082696
chr1-75909427-75909591_CPPN_MUT-allCrxSites	2.2859847378748044	1.0	0.28698395938058024
chr11-115833330-115833494_CPPE_WT	1.5330229257756591	1.0	0.05872014988155225
chr11-115833330-115833494_CPPE_MUT-allCrxSites	0.5815996717277379	1.0	0.028542243242584375
chr11-115895291-115895455_CPPE_WT	3.692445262296467	2.0	2.0162043145499156
chr11-115895291-115895455_CPPE_MUT-allCrxSites	1.856403458775857	2.0	0.9572331342374808
chr11-116053723-116053887_CPRE_WT	3.4680266118904175	1.0	0.14109348909583982
chr11-116053723-116053887_CPRE_MUT-allCrxSites	0.6812413596898863	1.0	0.05936629075428209
chr1-76104384-76104548_CPPE_WT	2.906040623984163	1.0	0.8538862060299884
chr1-76104384-76104548_CPPE_MUT-allCrxSites	0.9331276413243574	1.0	0.37621996895118515
chr11-116657028-116657192_CPPP_WT	3.4692154939579454	1.0	0.6359973006140489
chr11-116657028-116657192_CPPP_MUT-allCrxSites	0.1181072610828194	0.0	0.0038544282177169105
chr11-117165675-117165839_CPPE_WT	5.934414915911307	3.0	5.463460588741926
chr11-117165675-117165839_CPPE_MUT-allCrxSites	1.4973927091872974	2.0	0.6153981104394226
chr1-76118911-76119075_CPPE_WT	5.21257607204158	1.0	0.6828564371115711
chr1-76118911-76119075_CPPE_MUT-allCrxSites	0.14858364687372605	0.0	0.00878955131073298
chr11-117654493-117654657_CPPP_WT	1.1782844061138913	1.0	0.1286164809012342
chr11-117654493-117654657_CPPP_MUT-allCrxSites	0.2107660644322624	0.0	0.022250421299290998
chr11-118476877-118477041_CPPP_WT	2.0388529107898496	2.0	1.027462497140479
chr11-118476877-118477041_CPPP_MUT-allCrxSites	1.0517095637391598	1.0	0.007171578993222949
chr11-118982703-118982867_CPPE_WT	7.217811945275226	3.0	5.457598951657502
chr11-118982703-118982867_CPPE_MUT-allCrxSites	4.011519454401921	3.0	3.5824526799229837
chr1-76401649-76401813_CPRN_WT	1.9468173465128533	1.0	0.38178805011550115
chr1-76401649-76401813_CPRN_MUT-allCrxSites	0.951699095761444	1.0	0.2339218128517982
chr11-120510375-120510539_CPPE_WT	2.4248242202974044	1.0	0.26290601270041397
chr11-120510375-120510539_CPPE_MUT-allCrxSites	0.4294893591120925	0.0	0.07217999353526229
chr12-3399909-3400073_CPPE_WT	3.617889384959989	2.0	1.700234720681051
chr12-3399909-3400073_CPPE_MUT-allCrxSites	2.6201155755291254	2.0	1.3082305309934
chr12-4509894-4510058_CPPE_WT	7.434231136051287	3.0	7.573907545602256
chr12-4509894-4510058_CPPE_MUT-allCrxSites	5.425927400989368	3.0	5.756207825035646
chr12-4817388-4817552_CPPP_WT	3.633181499106064	2.0	2.2768390189380208
chr12-4817388-4817552_CPPP_MUT-allCrxSites	1.798339973295687	1.0	0.26536748375192676
chr12-5278897-5279061_CPPE_WT	3.805550273075486	2.0	1.6714663032785884
chr12-5278897-5279061_CPPE_MUT-allCrxSites	1.889412819836937	2.0	0.9015885262349824
chr12-7696481-7696645_CPPN_WT	6.736507051177287	1.0	2.857954500829941
chr12-7696481-7696645_CPPN_MUT-allCrxSites	1.8859352468660777	1.0	1.296973261998751
chr12-7738814-7738978_CPPE_WT	4.151265573469834	3.0	3.8480394339109067
chr12-7738814-7738978_CPPE_MUT-allCrxSites	3.18997194358771	2.0	2.0660828695667472
chr12-11265680-11265844_CPPP_WT	1.9400197294022876	1.0	0.6850461851566529
chr12-11265680-11265844_CPPP_MUT-allCrxSites	1.0150097407412844	1.0	0.36585225655692294
chr12-13244014-13244178_CPPE_WT	4.041285441805188	2.0	1.4184764199175237
chr12-13244014-13244178_CPPE_MUT-allCrxSites	1.7675067824632986	2.0	0.7873787577114605
chr12-15849681-15849845_CPPE_WT	2.065133286233031	1.0	0.07046132785822966
chr12-15849681-15849845_CPPE_MUT-allCrxSites	0.23015464674124458	0.0	0.013479634448229921
chr12-16911366-16911530_CPPE_WT	6.2159635321863025	2.0	3.6664935421728027
chr12-16911366-16911530_CPPE_MUT-allCrxSites	4.243346663638941	2.0	2.688804874872352
chr12-17420105-17420269_CPPN_WT	5.270211069818646	1.0	0.07997678813930481
chr12-17420105-17420269_CPPN_MUT-allCrxSites	1.4581416852282592	1.0	0.0274073144278193
chr1-80256762-80256926_CPPE_WT	7.204891881599836	4.0	7.213280559508068
chr1-80256762-80256926_CPPE_MUT-allCrxSites	4.623248219015185	4.0	5.279894067305228
chr12-30926040-30926204_CPPE_WT	5.024724283235164	1.0	0.4392796102963781
chr12-30926040-30926204_CPPE_MUT-allCrxSites	1.1314259521755976	1.0	0.18833203678290336
chr12-31513701-31513865_CPPN_WT	8.337904198394067	3.0	7.475133708073224
chr12-31513701-31513865_CPPN_MUT-allCrxSites	5.452205676453108	3.0	5.728914423696857
chr12-32962200-32962364_CPPE_WT	3.467994453491537	1.0	0.877207530794185
chr12-32962200-32962364_CPPE_MUT-allCrxSites	1.3277060797177351	1.0	0.3790602051528626
chr12-34528845-34529009_CPPP_WT	2.300042620556826	2.0	1.101039641000453
chr12-34528845-34529009_CPPP_MUT-allCrxSites	1.3275788715292145	2.0	0.5705227984720684
chr12-35514794-35514958_CPPE_WT	7.3685446569163	2.0	3.171040101160074
chr12-35514794-35514958_CPPE_MUT-allCrxSites	2.3785214407492057	2.0	1.3337367696636664
chr12-43924320-43924484_CPCE_WT	7.360471536771491	1.0	1.658892253686747
chr12-43924320-43924484_CPCE_MUT-allCrxSites	1.7557560788196427	1.0	0.4440504749518858
chr12-51787944-51788108_CPPE_WT	6.438631441033666	4.0	8.084696450170316
chr12-51787944-51788108_CPPE_MUT-allCrxSites	5.066785687575156	4.0	6.0289595588088
chr12-51925396-51925560_CPPP_WT	3.2087753669239705	1.0	1.1104505038868995
chr12-51925396-51925560_CPPP_MUT-allCrxSites	2.2094750417392732	1.0	0.866473276260825
chr12-52350343-52350507_CPPE_WT	2.856794321145287	1.0	0.7215694311692976
chr12-52350343-52350507_CPPE_MUT-allCrxSites	0.8633754917560277	1.0	0.267484704239183
chr12-55492559-55492723_CPPP_WT	1.6671900570449028	2.0	0.7415515199939607
chr12-55492559-55492723_CPPP_MUT-allCrxSites	0.7443180579404468	1.0	0.0957529719490453
chr12-69357287-69357451_CPPP_WT	3.521018418168145	1.0	0.4661994025487746
chr12-69357287-69357451_CPPP_MUT-allCrxSites	0.23611164053501163	0.0	0.030765571787240934
chr12-70094073-70094237_CPPE_WT	3.369561698419491	1.0	0.5795687695845774
chr12-70094073-70094237_CPPE_MUT-allCrxSites	1.389779764625017	1.0	0.26814235796456637
chr12-70689315-70689479_CPPE_WT	3.8567916598576244	1.0	0.7873473933810812
chr12-70689315-70689479_CPPE_MUT-allCrxSites	1.6965293979051166	1.0	0.3147312917271043
chr12-71175119-71175283_CPPE_WT	6.503792640852804	3.0	4.206675893008552
chr12-71175119-71175283_CPPE_MUT-allCrxSites	1.7218086723251607	2.0	0.7779789073548256
chr12-72053907-72054071_CPPE_WT	5.185030470589324	2.0	2.3922284989238607
chr12-72053907-72054071_CPPE_MUT-allCrxSites	1.3736493127475282	1.0	0.49186359787052986
chr12-73764730-73764894_CPPE_WT	3.3918190788707108	2.0	1.3827271466564564
chr12-73764730-73764894_CPPE_MUT-allCrxSites	2.8121215549942087	2.0	1.2098268585840577
chr12-73817003-73817167_CPPE_WT	5.88880441481355	2.0	4.523952570354533
chr12-73817003-73817167_CPPE_MUT-allCrxSites	3.0738656760520735	2.0	2.2630081485129474
chr12-75634616-75634780_CPPE_WT	3.9426867073479896	2.0	1.4620258306556804
chr12-75634616-75634780_CPPE_MUT-allCrxSites	1.842929326061407	2.0	0.8219734570898152
chr1-83345192-83345356_CPCN_WT	5.66256419211892	2.0	3.636856846264083
chr1-83345192-83345356_CPCN_MUT-allCrxSites	1.6231692127442832	2.0	0.9253708866750013
chr12-76954375-76954539_CPPE_WT	3.685167112139401	2.0	1.6363476447068315
chr12-76954375-76954539_CPPE_MUT-allCrxSites	1.733177250632984	2.0	0.8073107162951411
chr12-79101034-79101198_CPPE_WT	4.4411692656942225	1.0	1.410518779268218
chr12-79101034-79101198_CPPE_MUT-allCrxSites	1.4720292713408911	1.0	0.5673910969610731
chr12-79216205-79216369_CPPE_WT	4.173689670498426	1.0	0.11694784861632898
chr12-79216205-79216369_CPPE_MUT-allCrxSites	0.6987503674052032	0.0	0.18976403578441822
chr1-84850016-84850180_CPPE_WT	3.987122215358608	1.0	1.3593596993703547
chr1-84850016-84850180_CPPE_MUT-allCrxSites	1.039038876077598	1.0	0.47442218237631295
chr12-81594881-81595045_CPPP_WT	4.387192852100451	2.0	3.0344963714171524
chr12-81594881-81595045_CPPP_MUT-allCrxSites	3.4523566897230307	2.0	2.0399371824371055
chr12-82126905-82127069_CPPN_WT	4.834361379330219	1.0	0.06771778664652933
chr12-82126905-82127069_CPPN_MUT-allCrxSites	0.8063099292475594	1.0	0.028981019915369454
chr12-83044759-83044923_CPPE_WT	3.0211737929961653	2.0	1.6366054468460591
chr12-83044759-83044923_CPPE_MUT-allCrxSites	1.0068804653124321	1.0	0.40618204997955937
chr12-83376028-83376192_CPPE_WT	4.55406720901536	3.0	4.734109131866618
chr12-83376028-83376192_CPPE_MUT-allCrxSites	3.556202900610359	3.0	3.15798932440801
chr12-83444664-83444828_CPPE_WT	4.228549305406441	1.0	0.6585340073159353
chr12-83444664-83444828_CPPE_MUT-allCrxSites	2.064414523232717	1.0	0.7113168884084264
chr12-83520341-83520505_CPPP_WT	3.7346836761843485	2.0	2.330210978576791
chr12-83520341-83520505_CPPP_MUT-allCrxSites	2.8834803876681505	2.0	1.65811800894079
chr12-83868889-83869053_CPPE_WT	5.642360793090765	2.0	3.821680754083489
chr12-83868889-83869053_CPPE_MUT-allCrxSites	1.2826780084112586	1.0	0.39987876442140524
chr12-84767330-84767494_CPPE_WT	3.175724853541312	1.0	0.02466989624766637
chr12-84767330-84767494_CPPE_MUT-allCrxSites	1.9670676494812396	1.0	0.01946128308886566
chr1-16053660-16053824_CPPN_WT	3.299770521905715	1.0	0.19119916485068317
chr1-16053660-16053824_CPPN_MUT-allCrxSites	1.232665606261636	1.0	0.1063891694810152
chr12-85741456-85741620_CPPN_WT	3.4299868679750767	1.0	0.2178317981071044
chr12-85741456-85741620_CPPN_MUT-allCrxSites	1.223916513685807	1.0	0.12178035684443485
chr1-86211117-86211281_CPPE_WT	5.560239781626169	2.0	3.268255030263746
chr1-86211117-86211281_CPPE_MUT-allCrxSites	0.2995733902937558	0.0	0.013572521761884542
chr12-86647878-86648042_CPPE_WT	5.384245434077272	3.0	4.8880131899959105
chr12-86647878-86648042_CPPE_MUT-allCrxSites	3.554589114618966	3.0	3.4222923020897356
chr12-87371794-87371958_CPPN_WT	4.992493243521737	2.0	1.7656679510577036
chr12-87371794-87371958_CPPN_MUT-allCrxSites	0.4498524158038946	0.0	0.0071752013340830294
chr12-98744043-98744207_CPPE_WT	3.2091735567075417	1.0	0.7313559997400807
chr12-98744043-98744207_CPPE_MUT-allCrxSites	1.1912174881625792	1.0	0.38462461777453855
chr12-100131726-100131890_CPPN_WT	3.673265656266154	2.0	1.9617601512111194
chr12-100131726-100131890_CPPN_MUT-allCrxSites	2.6744717740313355	2.0	1.5124370715307798
chr12-102201505-102201669_CPPE_WT	4.174437983604461	2.0	3.400301199314365
chr12-102201505-102201669_CPPE_MUT-allCrxSites	3.1631497994899025	2.0	2.6754875190034872
chr12-102438532-102438696_CPNP_WT	2.6584649593891454	1.0	0.08269921130560401
chr12-102438532-102438696_CPNP_MUT-allCrxSites	0.6628104614018561	1.0	0.034916038326786435
chr12-103327026-103327190_CPPE_WT	2.8631559521545342	2.0	1.46563204462784
chr12-103327026-103327190_CPPE_MUT-allCrxSites	0.8780392728123486	1.0	0.10922920572101313
chr1-86582432-86582596_CPPP_WT	1.9021125204255613	2.0	0.934935916777834
chr1-86582432-86582596_CPPP_MUT-allCrxSites	0.9276480703710251	1.0	0.008743686378625876
chr12-104998666-104998830_CPPE_WT	6.534645869266194	3.0	5.272658879843919
chr12-104998666-104998830_CPPE_MUT-allCrxSites	1.9213275296713443	2.0	1.1879019434415028
chr12-105665013-105665177_CPPE_WT	1.9991432327460772	1.0	0.015548075054556024
chr12-105665013-105665177_CPPE_MUT-allCrxSites	0.05575572875167768	0.0	0.0007803404098086639
chr12-108285032-108285196_CPPE_WT	3.3511328131292393	2.0	2.050873735209346
chr12-108285032-108285196_CPPE_MUT-allCrxSites	2.3177491630302427	1.0	0.6354563153599245
chr12-108452628-108452792_CPPE_WT	4.841169142220649	3.0	5.149664931015418
chr12-108452628-108452792_CPPE_MUT-allCrxSites	3.0060423652931885	3.0	3.171785465785555
chr12-108689319-108689483_CPPE_WT	4.339039489749121	3.0	3.9026396308262354
chr12-108689319-108689483_CPPE_MUT-allCrxSites	2.3157022592351577	2.0	1.6418539005313773
chr1-87671167-87671331_CPPE_WT	5.063242692037668	2.0	3.403408520249683
chr1-87671167-87671331_CPPE_MUT-allCrxSites	4.042383497837053	2.0	2.7074316245716643
chr12-110563578-110563742_CPPE_WT	3.7529176184361583	2.0	1.8457838420481143
chr12-110563578-110563742_CPPE_MUT-allCrxSites	1.7637225325654147	2.0	0.8306898124817642
chr12-110797602-110797766_CPPE_WT	2.910360184453114	2.0	1.1015863688483984
chr12-110797602-110797766_CPPE_MUT-allCrxSites	0.817302866218772	1.0	0.21568296322679273
chr12-110851974-110852138_CPRE_WT	3.2585730969569235	1.0	0.2791706263932607
chr12-110851974-110852138_CPRE_MUT-allCrxSites	0.5927993279990672	0.0	0.08912628475684979
chr12-111982951-111983115_CPPE_WT	2.765309664288524	2.0	1.5112781976429415
chr12-111982951-111983115_CPPE_MUT-allCrxSites	1.7896755588651767	2.0	0.8536943497285082
chr12-112618093-112618257_CPPE_WT	2.295352972102881	1.0	0.2901419183744752
chr12-112618093-112618257_CPPE_MUT-allCrxSites	0.39739692535126947	0.0	0.06706576873496312
chr12-113004146-113004310_CPPE_WT	5.7608135857909994	3.0	4.179560935722402
chr12-113004146-113004310_CPPE_MUT-allCrxSites	2.412588616030151	2.0	1.4998032655601625
chr12-116150656-116150820_CPRE_WT	4.299954450371834	1.0	0.9935197219084536
chr12-116150656-116150820_CPRE_MUT-allCrxSites	2.335237195520431	1.0	0.6643960279454705
chr1-87803513-87803677_CPPE_WT	4.481721706032308	2.0	3.28550442419342
chr1-87803513-87803677_CPPE_MUT-allCrxSites	1.866305774225757	1.0	1.216799804714897
chr12-117456604-117456768_CPRE_WT	4.497969018024031	2.0	1.54465012718555
chr12-117456604-117456768_CPRE_MUT-allCrxSites	1.4766117951806237	2.0	0.6672697037293559
chr12-117693598-117693762_CPRE_WT	5.083493450332955	2.0	2.428979175812278
chr12-117693598-117693762_CPRE_MUT-allCrxSites	2.142360535889794	2.0	1.2119350406207785
chr12-118300830-118300994_CPPP_WT	5.934473582939058	2.0	4.324634050756944
chr12-118300830-118300994_CPPP_MUT-allCrxSites	4.527751482036021	2.0	2.6262414573133945
chr13-18717137-18717301_CPPQ_WT	3.881730013559174	2.0	2.4872715151251046
chr13-18717137-18717301_CPPQ_MUT-allCrxSites	2.8847352315594934	2.0	1.4457632263028954
chr13-23544224-23544388_CPPP_WT	3.631751878466191	2.0	2.297644128683379
chr13-23544224-23544388_CPPP_MUT-allCrxSites	2.788511712937335	2.0	1.508274878457473
chr1-89576933-89577097_CPPE_WT	1.8111766848652122	1.0	0.5536570262359215
chr1-89576933-89577097_CPPE_MUT-allCrxSites	0.8060023434916957	0.0	0.2419333608713778
chr13-24067698-24067862_CPPE_WT	4.867897479986116	2.0	1.7619256483020385
chr13-24067698-24067862_CPPE_MUT-allCrxSites	1.344734722209494	1.0	0.18527690544230693
chr13-27960344-27960508_CPRE_WT	4.1621149720686645	2.0	2.346563699621186
chr13-27960344-27960508_CPRE_MUT-allCrxSites	1.1661057511215984	1.0	0.20193411754239526
chr13-30264962-30265126_CPPE_WT	6.4196087331494915	2.0	2.6984140073424694
chr13-30264962-30265126_CPPE_MUT-allCrxSites	3.4913470652345344	2.0	1.813567866633753
chr13-35802527-35802691_CPRE_WT	3.2812080679942355	1.0	0.22406257402541596
chr13-35802527-35802691_CPRE_MUT-allCrxSites	0.21024722175941857	0.0	0.0034518138572179084
chr13-36090782-36090946_CPPN_WT	5.177797958221362	1.0	0.2914747802273665
chr13-36090782-36090946_CPPN_MUT-allCrxSites	0.7050696636969747	1.0	0.08701753119348787
chr13-37517536-37517700_CPPE_WT	7.397713652869419	3.0	7.07805723071241
chr13-37517536-37517700_CPPE_MUT-allCrxSites	3.8340855112994094	3.0	3.607819236529589
chr13-41079494-41079658_CPPP_WT	1.7551703633346762	1.0	0.016854206656325834
chr13-41079494-41079658_CPPP_MUT-allCrxSites	0.7570287758125749	1.0	0.009947063790801786
chr13-41211810-41211974_CPPE_WT	4.224339765733258	1.0	0.6985856998705772
chr13-41211810-41211974_CPPE_MUT-allCrxSites	2.3624570684672683	1.0	0.5175326537553241
chr13-42720531-42720695_CPPE_WT	5.821662955848466	2.0	2.8889401621615516
chr13-42720531-42720695_CPPE_MUT-allCrxSites	3.937270573484173	2.0	2.2304298170395276
chr13-42816662-42816826_CPPE_WT	4.418326415186184	2.0	2.7302818521629204
chr13-42816662-42816826_CPPE_MUT-allCrxSites	1.448448229832743	1.0	0.4211192760311273
chr13-44054341-44054505_CPPN_WT	3.754395765578211	1.0	0.4191446924152996
chr13-44054341-44054505_CPPN_MUT-allCrxSites	0.7515389751629347	1.0	0.0610211483239549
chr13-44451300-44451464_CPPE_WT	3.3305934455048227	2.0	1.6819276232445397
chr13-44451300-44451464_CPPE_MUT-allCrxSites	1.3338996556651446	1.0	0.6242483650324906
chr13-44700470-44700634_CPPE_WT	3.941733290876209	1.0	0.0735620734489505
chr13-44700470-44700634_CPPE_MUT-allCrxSites	0.32681530155697913	0.0	0.01070681218400548
chr13-44892478-44892642_CPPE_WT	4.438966024310266	1.0	1.3285718280096324
chr13-44892478-44892642_CPPE_MUT-allCrxSites	1.284197298326265	1.0	0.3548038754189139
chr13-47236823-47236987_CPPE_WT	5.160617160807315	2.0	3.0892654792705554
chr13-47236823-47236987_CPPE_MUT-allCrxSites	0.7223942267442638	0.0	0.24278632446746193
chr13-48958652-48958816_CPPE_WT	4.8919882748965	2.0	3.143283986426785
chr13-48958652-48958816_CPPE_MUT-allCrxSites	2.9040017127036175	2.0	2.132479827415334
chr13-49218799-49218963_CPPE_WT	4.616346367073413	2.0	1.4605181319979257
chr13-49218799-49218963_CPPE_MUT-allCrxSites	1.5944598013442488	2.0	0.6619003487796046
chr13-51170622-51170786_CPPP_WT	3.2554048671966176	2.0	2.3912244780655363
chr13-51170622-51170786_CPPP_MUT-allCrxSites	2.145448249748741	2.0	1.514867600369966
chr1-92642011-92642175_CPPP_WT	2.0102343308445265	2.0	1.0522844369612978
chr1-92642011-92642175_CPPP_MUT-allCrxSites	0.7764677819006381	1.0	0.08510935971027159
chr13-54789142-54789306_CPPE_WT	2.84595193284936	2.0	1.3966283693682826
chr13-54789142-54789306_CPPE_MUT-allCrxSites	0.8525775477246457	1.0	0.015106803514796915
chr13-55466125-55466289_CPNE_WT	3.367461961655538	1.0	0.5179218327377693
chr13-55466125-55466289_CPNE_MUT-allCrxSites	0.4741321286422301	0.0	0.09719521293353214
chr1-93100493-93100657_CPPP_WT	2.6523474468545247	1.0	0.7258770230371997
chr1-93100493-93100657_CPPP_MUT-allCrxSites	0.3598506565083372	0.0	0.002847862818340956
chr13-64161656-64161820_CPPP_WT	1.7473679696139488	2.0	0.8189399313618455
chr13-64161656-64161820_CPPP_MUT-allCrxSites	0.8287761979786545	1.0	0.013729299494074984
chr13-73469313-73469477_CPPP_WT	4.513423585321787	2.0	2.626735232387438
chr13-73469313-73469477_CPPP_MUT-allCrxSites	2.361540584853057	2.0	1.7444845517594576
chr13-74349829-74349993_CPPP_WT	3.599745391595103	2.0	2.563190729840658
chr13-74349829-74349993_CPPP_MUT-allCrxSites	1.681595119542342	1.0	0.9956687388246405
chr13-81527545-81527709_CPPE_WT	6.247157413808526	3.0	6.822079024172662
chr13-81527545-81527709_CPPE_MUT-allCrxSites	5.249449575856929	3.0	5.315959149638851
chr13-83729615-83729779_CPPP_WT	6.232417937021998	3.0	6.4193184867458175
chr13-83729615-83729779_CPPP_MUT-allCrxSites	4.068173943946094	3.0	3.388882784612751
chr13-84388802-84388966_CPPE_WT	3.681839970134978	1.0	0.5787894917924767
chr13-84388802-84388966_CPPE_MUT-allCrxSites	0.6891047390378598	0.0	0.15588162661007482
chr13-88828626-88828790_CPPE_WT	6.397509030979938	4.0	7.452637129547643
chr13-88828626-88828790_CPPE_MUT-allCrxSites	4.48450686224993	4.0	5.557075303400604
chr13-90958970-90959134_CPPE_WT	4.747688907127378	3.0	4.633559817074179
chr13-90958970-90959134_CPPE_MUT-allCrxSites	3.87246102160001	3.0	3.3529254451922608
chr1-93731979-93732143_CPPE_WT	3.297901637588128	1.0	0.024415434834948922
chr1-93731979-93732143_CPPE_MUT-allCrxSites	0.4513942495545594	0.0	0.0018412990140828478
