label	expression	expression_std	expression_reps	expression_pvalue	expression_qvalue
chr1-180793222-180793386_CPPE_MUT-allCrxSites	9.895411642235555	0.8800473205583584	3.0	3.498224877881165e-05	0.00034109466507048193
chr1-180793222-180793386_CPPE_WT	22.663919223823388	3.9832538111735536	3.0	1.771053155213332e-06	0.0005320907823194054
chr1-180851031-180851195_CSPP_MUT-shape	0.026974029475842654	0.011393899252244056	3.0	0.0029733806116138814	0.007284934046905162
chr1-180851031-180851195_CSPP_WT	0.38582723728841845	0.1814574627434373	3.0	0.05335543358319815	0.07218676308315043
chr1-180863711-180863875_CPPE_MUT-allCrxSites	7.177798595738864	0.5745968831213553	3.0	1.3427088858992949e-05	0.00023217271994668742
chr1-180863711-180863875_CPPE_WT	6.101257556397602	0.7490133660482748	3.0	0.0002107811949375331	0.0009894777383444547
chr1-182792901-182793065_UPCN_MUT-allCrxSites	0.8622570546451941	0.03341302081878593	3.0	0.16414179592583683	0.1932475172705113
chr1-182792901-182793065_UPCN_WT	0.905772640603152	0.12205867034273904	3.0	0.3250088118407278	0.358823463141566
chr1-183296635-183296799_UPPP_MUT-allCrxSites	2.0898507976445337	0.5002766337513662	3.0	0.008237167199424793	0.016321542756650858
chr1-183296635-183296799_UPPP_WT	2.2226230627144914	0.5795213224805388	3.0	0.0145931344927242	0.0256299588989862
chr1-187215293-187215457_UPPP_MUT-allCrxSites	1.8560527551816497	0.12646036147629094	3.0	0.002093723989642913	0.005502750802741106
chr1-187215293-187215457_UPPP_WT	0.6699756416479602	0.25917436019177836	3.0	0.10811709821643067	0.1333638417055125
chr1-188018140-188018304_UPCN_MUT-allCrxSites	0.277902650440965	0.011757575009543794	3.0	8.099254474830373e-05	0.0005289825578873587
chr1-188018140-188018304_UPCN_WT	1.6046779403150593	0.550774607642421	3.0	0.14762796717034893	0.1757423571540038
chr1-188262342-188262506_CPPP_MUT-allCrxSites	5.755636275913427	0.320411719526321	3.0	3.4260304217305997e-05	0.0003416790090717633
chr1-188262342-188262506_CPPP_WT	17.929599580575545	2.4158672535593957	3.0	3.0260292089502693e-06	0.0002384610230725237
chr1-188412539-188412703_UPPE_MUT-allCrxSites	0.7645166512968489	0.06590913041442342	3.0	0.023241324543232973	0.03687163269944584
chr1-188412539-188412703_UPPE_WT	0.8987411877451033	0.19147836420624922	3.0	0.24046776917113086	0.2723035492121616
chr1-189719413-189719577_CPPN_MUT-allCrxSites	17.039401426429432	3.6001614141624274	3.0	1.3464950662644738e-05	0.0002319928954671443
chr1-189719413-189719577_CPPN_WT	8.646125718443047	2.2881764692441773	3.0	0.0005306380767485822	0.0019092643974030197
chr1-190452553-190452717_CBPE_MUT-shape	1.4774939494649413	0.36856224094530976	3.0	0.12206065504598218	0.14854318197621172
chr1-190452553-190452717_CBPE_WT	0.37491462153360294	0.14777202750440388	3.0	0.024222365599147106	0.038101083584784076
chr1-191075649-191075813_UPRE_MUT-allCrxSites	0.013793804378654342	0.008536249363733064	3.0	0.004694035531723183	0.010475500836115757
chr1-191075649-191075813_UPRE_WT	0.12431908495461423	0.04641663555061559	3.0	0.004182871382759987	0.009583919321700314
chr1-191397371-191397535_CSPP_MUT-shape	1.2148865388132066	0.5301789914241845	3.0	0.6199143513231864	0.6492218489783349
chr1-191397371-191397535_CSPP_WT	0.8673152701412173	0.11921564722218388	3.0	0.2744790356695474	0.3074139618973705
chr1-191817830-191817994_UPPE_MUT-allCrxSites	2.721127943243534	0.9325665962710743	3.0	0.05211481054809437	0.07088734983154772
chr1-191817830-191817994_UPPE_WT	3.137635939792259	1.1720853855190885	3.0	0.03014972642463074	0.04553243321495443
chr1-191821242-191821406_CPPP_scrambled	0.2290051870612071	0.029384094731704523	3.0	3.908447808974448e-05	0.00035583160260871534
chr1-191884957-191885121_UPRE_MUT-allCrxSites	1.393146840973612	0.0840185994720013	3.0	0.011823231894187436	0.021593569800668316
chr1-191884957-191885121_UPRE_WT	0.6315242152874286	0.33348508030114754	3.0	0.13666714178478573	0.16399374701933725
chr1-191981690-191981854_CPPP_scrambled	2.8625701613479073	1.21044905942239	3.0	0.06513770428090553	0.08604477726801672
chr1-194619462-194619626_CPPP_MUT-allCrxSites	1.0023401940947643	0.28590931953025317	3.0	0.8281530568822432	0.8444912482887024
chr1-194619462-194619626_CPPP_WT	1.1115713996413366	0.17318914484187026	3.0	0.2823172119896488	0.31575124198097765
chr1-194619741-194619905_CSPP_MUT-shape	6.615442601133992	1.7206057939719368	3.0	0.002428741931791738	0.006193614040383493
chr1-194619741-194619905_CSPP_WT	5.679128639314051	0.28282399885099385	3.0	0.00012669475825543091	0.0007114739520255332
chr1-195040593-195040757_CPPN_MUT-allCrxSites	0.3928575173317337	0.0853796267939872	3.0	0.0019573232888983262	0.005224238228614245
chr1-195040593-195040757_CPPN_WT	0.34508692054999845	0.14604884927712067	3.0	0.025701121699207505	0.04004709627490777
chr1-21218235-21218399_UPCQ_MUT-allCrxSites	0.1000795937794724	0.050219555019641905	3.0	0.010820145808273174	0.02021470691813803
chr1-21218235-21218399_UPCQ_WT	0.07196005329579976	0.029409912993540784	3.0	0.005494290358716321	0.011854153390641543
chr1-34706456-34706620_CPPN_MUT-allCrxSites	1.0675272696009066	0.21497426840931075	3.0	0.5674314513723897	0.5992185823258078
chr1-34706456-34706620_CPPN_WT	0.8653126088304864	0.1399007434548565	3.0	0.2252442667083151	0.256758166959182
chr1-34859824-34859988_CPCE_MUT-allCrxSites	0.9928867459342555	0.24053269646006142	3.0	0.8203332732585412	0.8372276103086641
chr1-34859824-34859988_CPCE_WT	0.7355072464988953	0.20660539964519475	3.0	0.08243910192350333	0.10528288069773659
chr1-36547306-36547470_CSPE_MUT-shape	2.041146512614262	0.3492494905283756	3.0	0.001494010808586026	0.00420721145686762
chr1-36547306-36547470_CSPE_WT	1.9210799466909674	1.0120846674309711	3.0	0.183010555596091	0.2131649480858758
chr1-39417769-39417933_UPCE_MUT-allCrxSites	2.911174827235566	0.5750254170752566	3.0	0.00043393528581431675	0.001636021112870134
chr1-39417769-39417933_UPCE_WT	2.8668531322783313	0.5675100890899986	3.0	0.016329746646562622	0.027954804889610586
chr1-39446293-39446457_CPPE_MUT-allCrxSites	3.0287660802078684	0.7033223747866375	3.0	0.0011272203016499975	0.0033865924937697112
chr1-39446293-39446457_CPPE_WT	12.327364380510703	0.9292911176857537	3.0	0.00024504220304880867	0.0011039530178590658
chr1-39446293-39446457_CPPE_scrambled	0.2718829160008464	0.13108005474420964	3.0	0.01902610933744781	0.03132140670723001
chr1-39963923-39964087_UPPE_MUT-allCrxSites	4.9710142822674	0.6564143873392673	3.0	3.476339237826998e-05	0.00034173338888004865
chr1-39963923-39964087_UPPE_WT	3.617472687886105	1.0053558847889037	3.0	0.0024165213944808738	0.006172273296104974
chr1-4357766-4357930_CPPP_MUT-allCrxSites	1.7506026743472336	0.2621902300818616	3.0	0.03717672882928712	0.053795465226485005
chr1-4357766-4357930_CPPP_WT	31.750387913394245	3.258497248201394	3.0	1.496294695167566e-06	0.0007192688599670491
chr1-44584098-44584262_CPPE_MUT-allCrxSites	2.3069053314523065	0.1597325542289815	3.0	0.00035228955450987903	0.001417117898350618
chr1-44584098-44584262_CPPE_WT	1.117212550803094	0.5316174092065531	3.0	0.9883422820414012	0.9895774525667601
chr1-45795401-45795565_CPPP_MUT-allCrxSites	NaN	NaN	0.0	NaN	NaN
chr1-45795401-45795565_CPPP_WT	1.136174087377743	0.5482545581132316	3.0	0.9169580468986476	0.9264012886594786
chr1-52252645-52252809_UPPE_MUT-allCrxSites	1.1131447089091047	0.05818826659671407	3.0	0.34129771580033397	0.37542748738036735
chr1-52252645-52252809_UPPE_WT	6.596021100374766	1.0566241964723369	3.0	1.4067286266452515e-05	0.00023561479122939804
chr1-52330633-52330797_CPPE_MUT-allCrxSites	2.342369625542193	0.9641167247933374	3.0	0.06387328010080122	0.0845837072850004
chr1-52330633-52330797_CPPE_WT	8.826734494501542	0.9308020348037419	3.0	0.000230389867821953	0.0010567596322711146
chr1-52435883-52436047_CPPN_MUT-allCrxSites	3.2372411264700243	0.425921136296859	3.0	0.0029958342693120407	0.007317568766556392
chr1-52435883-52436047_CPPN_WT	2.7443827944722656	0.6847147262871951	3.0	0.023812128593234304	0.03757875973331493
chr1-52844865-52845029_CSPP_MUT-shape	4.207855860594218	0.8713760221744935	3.0	0.0001320744805509256	0.000727241727386368
chr1-52844865-52845029_CSPP_WT	3.287894217026192	0.45547220359250234	3.0	0.0047676457967179816	0.010624976052305673
chr1-56973434-56973598_CPCQ_MUT-allCrxSites	1.37931864518381	0.5551465435782187	3.0	0.3130895824753642	0.3472592577201375
chr1-56973434-56973598_CPCQ_WT	1.3385553963542238	0.18219309457291802	3.0	0.10263907566504443	0.12755585230658445
chr1-58392333-58392497_UPCP_MUT-allCrxSites	NaN	NaN	0.0	NaN	NaN
chr1-58392333-58392497_UPCP_WT	0.30722916463022565	0.23797625967894795	3.0	0.05667932343044443	0.07616927809061962
chr1-58954225-58954389_UPRE_MUT-allCrxSites	0.16702835760160187	0.061132967242130805	3.0	0.007432753529061628	0.015126691877307046
chr1-58954225-58954389_UPRE_WT	0.4470062768871641	0.12225944365947425	3.0	0.01863292439108357	0.03084313620796788
chr1-58970035-58970199_CPNE_MUT-allCrxSites	3.588835693059794	0.42131824191418027	3.0	0.000619157201541564	0.0021198637235116083
chr1-58970035-58970199_CPNE_WT	3.9715456198025767	0.5272675598864363	3.0	0.00015999207980338061	0.0008251952013034878
chr1-59208019-59208183_CPPE_MUT-allCrxSites	3.0005237055400227	0.40297300483945786	3.0	0.00015617917274788273	0.000815150144841555
chr1-59208019-59208183_CPPE_WT	2.1018977746755407	0.2681484864184075	3.0	0.0005454169825397388	0.001943528120881041
chr1-59229602-59229766_CPPE_scrambled	2.0665342309387476	0.26814071649563237	3.0	0.0046189680017729995	0.010336768707878403
chr1-60569823-60569987_CPRE_MUT-allCrxSites	0.45671945846583983	0.1424618839363317	3.0	0.01830764723480238	0.030388418597270383
chr1-60569823-60569987_CPRE_WT	0.060598555912644146	0.026741289249139835	3.0	0.0028859777495175254	0.00711795538323794
chr1-64122412-64122576_UPPP_MUT-allCrxSites	1.578357964102925	0.20771022005894277	3.0	0.0028681418767241727	0.007088513111266375
chr1-64122412-64122576_UPPP_WT	1.1653136428887816	0.1459019543444777	3.0	0.10884953783457212	0.1341296407000226
chr1-64568262-64568426_CPPE_MUT-allCrxSites	8.977148407801531	5.4773219658662615	3.0	0.01645457584729849	0.028098453320768685
chr1-64568262-64568426_CPPE_WT	31.690522762516228	1.8784616993015992	3.0	1.7311480453712272e-06	0.0005944020467213921
chr1-64570752-64570916_UPCE_MUT-allCrxSites	10.808903131203472	1.6245697148833171	3.0	9.020412446884412e-06	0.00021465902293155134
chr1-64570752-64570916_UPCE_WT	12.121663086822778	0.6143040353671652	3.0	4.9574276348144777e-05	0.00039717257734255327
chr1-64956642-64956806_CSPP_MUT-shape	0.7925715427121117	0.06366034371094932	3.0	0.10618207443496303	0.131415353194868
chr1-64956642-64956806_CSPP_WT	1.382580069463133	0.2678693811032629	3.0	0.033410019236703385	0.04926440566589975
chr1-66322100-66322264_UPCP_MUT-allCrxSites	1.2743891668110334	0.218673224463242	3.0	0.1187907322086295	0.1449307232809345
chr1-66322100-66322264_UPCP_WT	1.3444891044135865	0.20345811468457142	3.0	0.013709438240987554	0.024326788344196076
chr1-66339803-66339967_CPPE_MUT-allCrxSites	0.0	0.0	3.0	NaN	NaN
chr1-66339803-66339967_CPPE_WT	0.18412100947901544	0.07920729715220512	3.0	0.014249083714980262	0.02509906391275563
chr1-66686456-66686620_CPPP_MUT-allCrxSites	1.3829344043189897	0.1192632927622895	3.0	0.010810686491434669	0.020212745999349066
chr1-66686456-66686620_CPPP_WT	2.141210318554416	0.39543854738974216	3.0	0.0033948955563034306	0.008098889796104512
chr1-66831299-66831463_CPPP_MUT-allCrxSites	0.7164963548322633	0.065340630086649	3.0	0.011883313830571361	0.021670367823807487
chr1-66831299-66831463_CPPP_WT	0.5624037726721829	0.046274564074677754	3.0	0.013044464944733257	0.023432265691081002
chr1-67026369-67026533_UPPE_MUT-allCrxSites	3.2559248140854518	0.30786406089838403	3.0	0.0002938262232429875	0.0012400550088929243
chr1-67026369-67026533_UPPE_WT	3.285992858039942	0.8537689114579855	3.0	0.001649193359401066	0.004564002578377043
chr1-72182623-72182787_CPPE_MUT-allCrxSites	2.4461357522179283	0.16032431838244146	3.0	0.00173960127446276	0.004753987109916138
chr1-72182623-72182787_CPPE_WT	2.683917837570687	0.5902682223460528	3.0	0.007680189118046859	0.015460079183606052
chr1-72220055-72220219_CPPE_MUT-allCrxSites	4.90322832900655	1.215388274960319	3.0	0.007164096883548583	0.01469817060145883
