label	RNA1	RNA2	RNA3
chr1-172204534-172204698_CPPP_WT	0.0	0.0	0.0
chr1-172376330-172376494_CPPP_MUT-allCrxSites	0.0	0.0	0.0
chr1-172376330-172376494_CPPP_WT	5.196499808060204	2.422252269663504	2.9537348273714
chr1-172488973-172489137_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-172488973-172489137_CPPE_WT	16.405297201557044	23.502121408174567	16.551627950830106
chr1-172683691-172683855_CPPN_MUT-allCrxSites	0.0	0.0	0.0
chr1-172683691-172683855_CPPN_WT	0.0	0.0	0.0
chr1-175692802-175692966_CSPQ_MUT-shape	0.0	0.0	0.0
chr1-175692802-175692966_CSPQ_WT	0.0	0.0	0.0
chr1-176043212-176043376_CPPN_MUT-allCrxSites	0.0	0.0	0.0
chr1-176043212-176043376_CPPN_WT	0.0	0.0	0.0
chr1-176845526-176845690_CPPN_MUT-allCrxSites	0.0	0.0	0.0
chr1-176845526-176845690_CPPN_WT	0.2470557420703963	0.48468556967909576	0.1476424683743313
chr1-177011031-177011195_UPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-177011031-177011195_UPPE_WT	0.0	0.0	0.0
chr1-178196513-178196677_CPPN_MUT-allCrxSites	0.0	0.0	0.0
chr1-178196513-178196677_CPPN_WT	0.0	0.0	0.0
chr1-178369504-178369668_CPPP_MUT-allCrxSites	0.0	0.0	0.0
chr1-178369504-178369668_CPPP_WT	0.0	0.0	0.0
chr1-180196089-180196253_CPPP_MUT-allCrxSites	0.0	0.0	0.0
chr1-180196089-180196253_CPPP_WT	0.0	0.0	0.0
chr1-180387248-180387412_UPPP_MUT-allCrxSites	0.0	0.0	0.0
chr1-180387248-180387412_UPPP_WT	0.0	0.0	0.0
chr1-181150511-181150675_UPPN_MUT-allCrxSites	0.0	0.0	0.0
chr1-181150511-181150675_UPPN_WT	0.0	0.0	0.0
chr1-185363439-185363603_UPPP_MUT-allCrxSites	0.0	0.0	0.0
chr1-185363439-185363603_UPPP_WT	0.0	0.0	0.0
chr1-186343201-186343365_UPCE_MUT-allCrxSites	0.0	0.0	0.0
chr1-186343201-186343365_UPCE_WT	0.0	0.0	0.0
chr1-188154772-188154936_UPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-188154772-188154936_UPPE_WT	0.0	0.0	0.0
chr1-188595155-188595319_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-188595155-188595319_CPPE_WT	NaN	NaN	NaN
chr1-189883068-189883232_UPCE_MUT-allCrxSites	0.0	0.0	0.0
chr1-189883068-189883232_UPCE_WT	0.0	0.0	0.0
chr1-190860732-190860896_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-190860732-190860896_CPPE_WT	0.0	0.0	0.0
chr1-191079258-191079422_CSPE_MUT-shape	0.13313299965207148	0.22187523105742252	0.12275267329284313
chr1-191079258-191079422_CSPE_WT	0.22623870872116492	0.20708929716692914	0.2864919926703798
chr1-191777696-191777860_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-191777696-191777860_CPPE_WT	0.0	0.0	0.0
chr1-191791878-191792042_UPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-191791878-191792042_UPPE_WT	0.3508396999160479	1.3657285626481614	0.6494361614942619
chr1-191815518-191815682_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-191815518-191815682_CPPE_WT	0.0	0.0	0.0
chr1-191821242-191821406_CPPP_MUT-allCrxSites	0.0	0.0	0.0
chr1-191821242-191821406_CPPP_WT	0.0	0.0	0.0
chr1-191821242-191821406_CPPP_scrambled	0.0	0.0	0.0
chr1-191875042-191875206_UPCE_MUT-allCrxSites	0.0	0.0	0.0
chr1-191875042-191875206_UPCE_WT	0.10922451740274601	0.10744008970632786	0.05590623400954689
chr1-191978381-191978545_CPNP_MUT-allCrxSites	0.0	0.0	0.0
chr1-191978381-191978545_CPNP_WT	0.0	0.0	0.0
chr1-191981690-191981854_CPPP_MUT-allCrxSites	0.0	0.0	0.0
chr1-191981690-191981854_CPPP_WT	0.0	0.0	0.0
chr1-191981690-191981854_CPPP_scrambled	0.0	0.0	0.0
chr1-192128416-192128580_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-192128416-192128580_CPPE_WT	0.0	0.0	0.0
chr1-192829061-192829225_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-192829061-192829225_CPPE_WT	2.009903939262807	1.610964172614283	0.7508836783846019
chr1-193204018-193204182_CPPN_MUT-allCrxSites	0.0	0.0	0.0
chr1-193204018-193204182_CPPN_WT	0.0	0.0	0.0
chr1-195130800-195130964_UPPP_MUT-allCrxSites	0.4283279712674994	1.0605302156413647	0.757582309538653
chr1-195130800-195130964_UPPP_WT	0.0	0.0	0.0
chr1-20820290-20820454_CSPQ_MUT-shape	0.0	0.0	0.0
chr1-20820290-20820454_CSPQ_WT	0.0	0.0	0.0
chr1-24005675-24005839_CPPP_MUT-allCrxSites	0.0	0.0	0.0
chr1-24005675-24005839_CPPP_WT	0.0	0.0	0.0
chr1-24280121-24280285_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-24280121-24280285_CPPE_WT	0.0	0.0	0.0
chr1-24492258-24492422_CPPN_MUT-allCrxSites	0.0	0.0	0.0
chr1-24492258-24492422_CPPN_WT	0.0	0.0	0.0
chr1-24759179-24759343_UPCE_MUT-allCrxSites	0.0	0.0	0.0
chr1-24759179-24759343_UPCE_WT	0.0	0.0	0.0
chr1-34866841-34867005_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-34866841-34867005_CPPE_WT	0.0	0.0	0.0
chr1-36065107-36065271_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-36065107-36065271_CPPE_WT	0.0	0.0	0.0
chr1-36476355-36476519_CPRE_MUT-allCrxSites	0.0	0.0	0.0
chr1-36476355-36476519_CPRE_WT	0.0	0.0	0.0
chr1-36681033-36681197_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-36681033-36681197_CPPE_WT	2.8714593227196366	2.9695587233886003	2.09600997939935
chr1-39434003-39434167_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-39434003-39434167_CPPE_WT	1.8310988836667097	0.8510466938590898	0.6537484826701093
chr1-39445117-39445281_UPRE_MUT-allCrxSites	0.0	0.0	0.0
chr1-39445117-39445281_UPRE_WT	0.0	0.0	0.0
chr1-39446293-39446457_CPPE_scrambled	0.0	0.0	0.0
chr1-39452126-39452290_CPNE_MUT-allCrxSites	0.0	0.0	0.0
chr1-39452126-39452290_CPNE_WT	0.0	0.0	0.0
chr1-39608956-39609120_CPRE_MUT-allCrxSites	0.0	0.0	0.0
chr1-39608956-39609120_CPRE_WT	0.0	0.0	0.0
chr1-44147572-44147736_UPPP_MUT-allCrxSites	0.0	0.0	0.0
chr1-44147572-44147736_UPPP_WT	0.0	0.0	0.0
chr1-51925637-51925801_UPCE_MUT-allCrxSites	0.0	0.0	0.0
chr1-51925637-51925801_UPCE_WT	0.0	0.0	0.0
chr1-52232036-52232200_CPPP_MUT-allCrxSites	0.0	0.0	0.0
chr1-52232036-52232200_CPPP_WT	0.0	0.0	0.0
chr1-53272657-53272821_UPCE_MUT-allCrxSites	0.0	0.0	0.0
chr1-53272657-53272821_UPCE_WT	0.0	0.0	0.0
chr1-55002390-55002554_CPPN_MUT-allCrxSites	0.0	0.0	0.0
chr1-55002390-55002554_CPPN_WT	0.0	0.0	0.0
chr1-55052605-55052769_CBPP_MUT-shape	0.0	0.0	0.0
chr1-55052605-55052769_CBPP_WT	0.0	0.0	0.0
chr1-55888749-55888913_CPPN_MUT-allCrxSites	0.0	0.0	0.0
chr1-55888749-55888913_CPPN_WT	0.0	0.0	0.0
chr1-58711926-58712090_UPPP_MUT-allCrxSites	0.0	0.0	0.0
chr1-58711926-58712090_UPPP_WT	0.0	0.0	0.0
chr1-59163362-59163526_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-59163362-59163526_CPPE_WT	0.0	0.0	0.0
chr1-59164069-59164233_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-59164069-59164233_CPPE_WT	5.258046113044535	5.055024090033399	3.6205700104122176
chr1-59229602-59229766_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-59229602-59229766_CPPE_WT	0.0	0.0	0.0
chr1-59229602-59229766_CPPE_scrambled	0.0	0.0	0.0
chr1-62754515-62754679_UPCE_MUT-allCrxSites	0.0	0.0	0.0
chr1-62754515-62754679_UPCE_WT	3.1569388418841666	2.511957932026997	1.4564469064164562
chr1-64532403-64532567_UPPP_MUT-allCrxSites	0.0	0.0	0.0
chr1-64532403-64532567_UPPP_WT	NaN	NaN	NaN
chr1-64738141-64738305_CPPP_MUT-allCrxSites	NaN	NaN	NaN
chr1-64738141-64738305_CPPP_WT	0.0	0.0	0.0
chr1-64976180-64976344_UPRE_MUT-allCrxSites	0.0	0.0	0.0
chr1-64976180-64976344_UPRE_WT	0.0	0.0	0.0
chr1-65179020-65179184_CBPP_MUT-shape	0.0	0.0	0.0
chr1-65179020-65179184_CBPP_WT	0.0	0.0	0.0
chr1-66364524-66364688_CPPP_MUT-allCrxSites	0.0	0.0	0.0
chr1-66364524-66364688_CPPP_WT	6.580655951514406	8.866166431736792	7.362122141290311
chr1-72136290-72136454_CPPN_MUT-allCrxSites	0.0	0.0	0.0
chr1-72136290-72136454_CPPN_WT	0.0	0.0	0.0
chr1-72255203-72255367_UPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-72255203-72255367_UPPE_WT	0.0	0.0	0.0
chr1-74438165-74438329_CSPE_MUT-shape	0.0	0.0	0.0
chr1-74438165-74438329_CSPE_WT	0.0	0.0	0.0
chr1-74860827-74860991_CPNE_MUT-allCrxSites	0.09328673282304088	0.14232359942002407	0.038033946509153746
chr1-74860827-74860991_CPNE_WT	0.0	0.0	0.0
chr1-75191506-75191670_UPPP_MUT-allCrxSites	0.0	0.0	0.0
chr1-75191506-75191670_UPPP_WT	0.0	0.0	0.0
chr1-75454422-75454586_UPCE_MUT-allCrxSites	0.0	0.0	0.0
chr1-75454422-75454586_UPCE_WT	0.0	0.0	0.0
chr1-76453214-76453378_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-76453214-76453378_CPPE_WT	0.0	0.0	0.0
chr1-77660534-77660698_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-77660534-77660698_CPPE_WT	2.7785093022702614	0.27051638019640895	0.663331660489388
chr1-78567553-78567717_CPPN_MUT-allCrxSites	0.0	0.0	0.0
chr1-78567553-78567717_CPPN_WT	0.0	0.0	0.0
chr1-80403126-80403290_UPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-80403126-80403290_UPPE_WT	0.0	0.0	0.0
chr1-80404175-80404339_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-80404175-80404339_CPPE_WT	0.0	0.0	0.0
chr1-82747316-82747480_UPCE_MUT-allCrxSites	2.212475676358983	0.8774150378442958	1.8549732472348524
chr1-82747316-82747480_UPCE_WT	0.0	0.0	0.0
chr1-86059442-86059606_CPPE_MUT-allCrxSites	0.2018401481663934	0.051530195099566724	0.1221413181926025
chr1-86059442-86059606_CPPE_WT	0.0	0.0	0.0
chr1-86064309-86064473_CSPP_MUT-shape	0.0	0.0	0.0
chr1-86064309-86064473_CSPP_WT	0.0	0.0	0.0
chr1-86156752-86156916_CPRE_MUT-allCrxSites	0.0	0.0	0.0
chr1-86156752-86156916_CPRE_WT	0.0	0.0	0.0
chr1-86214379-86214543_UPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-86214379-86214543_UPPE_WT	0.0	0.0	0.0
chr1-86359377-86359541_CSPP_MUT-shape	0.0	0.0	0.0
chr1-86359377-86359541_CSPP_WT	0.0	0.0	0.0
chr1-86704321-86704485_UPPP_MUT-allCrxSites	0.0	0.0	0.0
chr1-86704321-86704485_UPPP_WT	0.0	0.0	0.0
chr1-87780612-87780776_CPNE_MUT-allCrxSites	0.0	0.0	0.0
chr1-87780612-87780776_CPNE_WT	0.0	0.0	0.0
chr1-89489147-89489311_CPPN_MUT-allCrxSites	0.0	0.0	0.0
chr1-89489147-89489311_CPPN_WT	0.20530711996755885	0.39946892221839314	0.17971496883605115
chr1-89893444-89893608_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-89893444-89893608_CPPE_WT	0.3207111817056184	0.25956977511322543	0.05859270307363271
chr1-90734010-90734174_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-90734010-90734174_CPPE_WT	0.0	0.0	0.0
chr1-92180486-92180650_CSPP_MUT-shape	0.0	0.0	0.0
chr1-92180486-92180650_CSPP_WT	0.0	0.0	0.0
chr1-93115072-93115236_CSPE_MUT-shape	0.0	0.0	0.0
chr1-93115072-93115236_CSPE_WT	0.0	0.0	0.0
chr1-93670073-93670237_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-93670073-93670237_CPPE_WT	12.294767988160983	8.274670303858505	6.597577675525503
chr1-94035262-94035426_UPCP_MUT-allCrxSites	0.0	0.0	0.0
chr1-94035262-94035426_UPCP_WT	0.0	0.0	0.0
chr1-9545234-9545398_CPPQ_MUT-allCrxSites	2.1649822911730783	1.5096790766203272	5.013887715401258
chr1-9545234-9545398_CPPQ_WT	0.7515079056327639	0.7312293775464282	0.5625947048021427
chr1-97644587-97644751_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-97644587-97644751_CPPE_WT	0.0	0.0	0.0
chr1-97770468-97770632_UPPP_MUT-allCrxSites	0.0	0.0	0.0
chr1-97770468-97770632_UPPP_WT	0.0	0.0	0.0
chr10-105850311-105850475_CPPE_MUT-allCrxSites	0.7487194818115261	0.5126120402910931	0.47955462618464173
chr10-105850311-105850475_CPPE_WT	0.3441366929820988	0.6245030318601738	0.16309730429138128
chr10-105865380-105865544_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr10-105865380-105865544_CPPE_WT	0.0	0.0	0.0
chr10-106744271-106744435_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr10-106744271-106744435_CPPE_WT	0.0	0.0	0.0
chr10-108404882-108405046_CPPE_MUT-allCrxSites	NaN	NaN	NaN
chr10-108404882-108405046_CPPE_WT	0.0	0.0	0.0
chr10-108942801-108942965_UPRE_MUT-allCrxSites	NaN	NaN	NaN
chr10-108942801-108942965_UPRE_WT	NaN	NaN	NaN
chr10-109723749-109723913_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr10-109723749-109723913_CPPE_WT	0.5029658337841417	0.5254634723239598	0.36532296865506536
chr10-110986718-110986882_UPCE_MUT-allCrxSites	0.0	0.0	0.0
chr10-110986718-110986882_UPCE_WT	0.0	0.0	0.0
chr10-111031504-111031668_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr10-111031504-111031668_CPPE_WT	0.0	0.0	0.0
chr10-111972618-111972782_CPPQ_MUT-allCrxSites	0.6179211822473119	0.7339754734478098	0.506305124470337
chr10-111972618-111972782_CPPQ_WT	0.4651307148320762	0.5164583016231411	0.4666696730144541
chr10-117105184-117105348_UPPE_MUT-allCrxSites	0.0	0.0	0.0
chr10-117105184-117105348_UPPE_WT	0.0	0.0	0.0
chr10-117809267-117809431_UPPE_MUT-allCrxSites	0.0	0.0	0.0
chr10-117809267-117809431_UPPE_WT	0.0	0.0	0.0
chr10-118002007-118002171_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr10-118002007-118002171_CPPE_WT	0.0	0.0	0.0
chr10-118592761-118592925_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr10-118592761-118592925_CPPE_WT	0.0	0.0	0.0
chr10-118784032-118784196_UPCE_MUT-allCrxSites	0.0	0.0	0.0
chr10-118784032-118784196_UPCE_WT	0.0	0.0	0.0
chr10-119065671-119065835_CPPE_MUT-allCrxSites	4.222408288382511	5.349240924415182	3.559198990439885
chr10-119065671-119065835_CPPE_WT	51.30382348494098	52.16474901690264	57.37913800973368
chr10-119082113-119082277_CPRE_MUT-allCrxSites	0.0	0.0	0.0
chr10-119082113-119082277_CPRE_WT	0.0	0.0	0.0
chr10-119135186-119135350_CPPN_MUT-allCrxSites	0.0	0.0	0.0
chr10-119135186-119135350_CPPN_WT	0.0	0.0	0.0
chr10-119691873-119692037_UPCP_MUT-allCrxSites	0.0	0.0	0.0
chr10-119691873-119692037_UPCP_WT	0.0	0.0	0.0
chr10-121329668-121329832_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr10-121329668-121329832_CPPE_WT	2.0052875043226956	2.3789216800599804	1.8020558426376077
chr10-122697490-122697654_CSRE_MUT-shape	0.4899611482230326	0.40840694722457155	0.14000272128792493
chr10-122697490-122697654_CSRE_WT	0.0	0.0	0.0
chr10-122701663-122701827_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr10-122701663-122701827_CPPE_WT	0.0	0.0	0.0
chr10-123013954-123014118_UPPE_MUT-allCrxSites	0.0	0.0	0.0
chr10-123013954-123014118_UPPE_WT	0.0	0.0	0.0
chr10-127058229-127058393_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr10-127058229-127058393_CPPE_WT	0.0	0.0	0.0
chr10-127188617-127188781_UPPP_MUT-allCrxSites	0.0	0.0	0.0
chr10-127188617-127188781_UPPP_WT	0.0	0.0	0.0
chr10-127209659-127209823_CPPP_MUT-allCrxSites	0.0	0.0	0.0
chr10-127209659-127209823_CPPP_WT	0.07153552100536507	0.06188482629723716	0.07615891453011983
chr10-128303059-128303223_CPPP_MUT-allCrxSites	0.0	0.0	0.0
chr10-128303059-128303223_CPPP_WT	0.0	0.0	0.0
chr10-128376427-128376591_UPCP_MUT-allCrxSites	0.0	0.0	0.0
chr10-128376427-128376591_UPCP_WT	0.0	0.0	0.0
chr10-128626645-128626809_CPPP_MUT-allCrxSites	NaN	NaN	NaN
chr10-128626645-128626809_CPPP_WT	0.0	0.0	0.0
chr10-128805378-128805542_CSPP_MUT-shape	0.0	0.0	0.0
chr10-128805378-128805542_CSPP_WT	NaN	NaN	NaN
chr10-128923208-128923372_UPPP_MUT-allCrxSites	0.0	0.0	0.0
chr10-128923208-128923372_UPPP_WT	0.0	0.0	0.0
chr10-13008261-13008425_CSPQ_MUT-shape	0.0	0.0	0.0
chr10-13008261-13008425_CSPQ_WT	0.0	0.0	0.0
chr10-13553040-13553204_CPPP_MUT-allCrxSites	0.0	0.0	0.0
chr10-13553040-13553204_CPPP_WT	0.0	0.0	0.0
chr10-13843872-13844036_CPPN_MUT-allCrxSites	0.0	0.0	0.0
chr10-13843872-13844036_CPPN_WT	0.0	0.0	0.0
chr10-14705490-14705654_CSPP_MUT-shape	0.0	0.0	0.0
chr10-14705490-14705654_CSPP_WT	0.0	0.0	0.0
chr10-18234918-18235082_UPPP_MUT-allCrxSites	0.0	0.0	0.0
chr10-18234918-18235082_UPPP_WT	0.6385479973332208	0.23288560815583	0.3486241764641899
chr10-19096567-19096731_CPRE_MUT-allCrxSites	0.0	0.0	0.0
chr10-19096567-19096731_CPRE_WT	0.0	0.0	0.0
chr10-20149687-20149851_CPPP_MUT-allCrxSites	0.0	0.0	0.0
chr10-20149687-20149851_CPPP_WT	0.0	0.0	0.0
