label	expression	expression_SEM
chr1-137926833-137926997_CPPE_WT	0.0	0.0
chr1-138963011-138963175_UPPP_MUT-allCrxSites	0.0	0.0
chr1-138963011-138963175_UPPP_WT	0.0	0.0
chr1-139255686-139255850_CPPP_MUT-allCrxSites	0.0	0.0
chr1-139255686-139255850_CPPP_WT	0.0	0.0
chr1-143772127-143772291_CPNE_MUT-allCrxSites	0.05454986095171277	0.02360807101060465
chr1-143772127-143772291_CPNE_WT	0.0	0.0
chr1-150393010-150393174_CBPP_scrambled	0.0	0.0
chr1-151357538-151357702_CPPE_MUT-allCrxSites	0.0	0.0
chr1-151357538-151357702_CPPE_WT	0.0	0.0
chr1-153259934-153260098_UPCE_MUT-allCrxSites	0.0	0.0
chr1-153259934-153260098_UPCE_WT	0.0	0.0
chr1-155224262-155224426_CPPE_MUT-allCrxSites	0.0	0.0
chr1-155224262-155224426_CPPE_WT	0.0	0.0
chr1-155252906-155253070_CPPE_MUT-allCrxSites	0.0	0.0
chr1-155252906-155253070_CPPE_WT	0.0	0.0
chr1-155417589-155417753_UPPE_MUT-allCrxSites	0.0	0.0
chr1-155417589-155417753_UPPE_WT	NaN	NaN
chr1-155741995-155742159_UPCQ_MUT-allCrxSites	0.0	0.0
chr1-155741995-155742159_UPCQ_WT	0.0	0.0
chr1-155777723-155777887_CPPE_MUT-allCrxSites	0.0	0.0
chr1-155777723-155777887_CPPE_WT	0.21879152050146447	0.0560343840006256
chr1-156645057-156645221_UPCE_MUT-allCrxSites	0.0	0.0
chr1-156645057-156645221_UPCE_WT	0.0	0.0
chr1-15805296-15805460_CPPP_MUT-allCrxSites	0.0	0.0
chr1-15805296-15805460_CPPP_WT	0.0	0.0
chr1-15838491-15838655_UPCE_MUT-allCrxSites	0.0	0.0
chr1-15838491-15838655_UPCE_WT	0.0	0.0
chr1-16053660-16053824_CPPN_scrambled	0.0	0.0
chr1-161035076-161035240_CSPP_MUT-shape	0.0	0.0
chr1-161035076-161035240_CSPP_WT	1.129799700988339	0.6283710301551062
chr1-16108974-16109138_CPPE_MUT-allCrxSites	0.0	0.0
chr1-16108974-16109138_CPPE_WT	6.80412362882029	1.1176046028356645
chr1-162570536-162570700_CSPP_MUT-shape	0.0	0.0
chr1-162570536-162570700_CSPP_WT	0.0	0.0
chr1-162740297-162740461_UPPP_MUT-allCrxSites	0.0	0.0
chr1-162740297-162740461_UPPP_WT	16.90937100504991	5.648334580252838
chr1-163929687-163929851_CSPP_MUT-shape	0.0	0.0
chr1-163929687-163929851_CSPP_WT	0.0	0.0
chr1-163929687-163929851_CSPP_scrambled	0.0	0.0
chr1-163957163-163957327_UPPE_MUT-allCrxSites	0.0	0.0
chr1-163957163-163957327_UPPE_WT	0.189188245620207	0.1091693104059691
chr1-168226283-168226447_CPPE_MUT-allCrxSites	0.0	0.0
chr1-168226283-168226447_CPPE_WT	2.0775276649587675	0.42436780652986844
chr1-168237939-168238103_UPCE_MUT-allCrxSites	0.0	0.0
chr1-168237939-168238103_UPCE_WT	0.0	0.0
chr1-168424122-168424286_UPCN_MUT-allCrxSites	0.0	0.0
chr1-168424122-168424286_UPCN_WT	0.0	0.0
chr1-170175848-170176012_CPPE_MUT-allCrxSites	0.0	0.0
chr1-170175848-170176012_CPPE_WT	0.0	0.0
chr1-171232848-171233012_CPPE_MUT-allCrxSites	0.0	0.0
chr1-171232848-171233012_CPPE_WT	0.0	0.0
chr1-171247161-171247325_CSPP_MUT-shape	0.0	0.0
chr1-171247161-171247325_CSPP_WT	0.0	0.0
chr1-171247161-171247325_CSPP_scrambled	0.0	0.0
chr1-172202462-172202626_CPPP_MUT-allCrxSites	0.0	0.0
chr1-172202462-172202626_CPPP_WT	4.579631986983802	0.09695484711234156
chr1-172204534-172204698_CPPP_MUT-allCrxSites	0.0	0.0
chr1-172204534-172204698_CPPP_WT	0.0	0.0
chr1-172376330-172376494_CPPP_MUT-allCrxSites	0.0	0.0
chr1-172376330-172376494_CPPP_WT	3.5241623016983694	0.8501280253929054
chr1-172488973-172489137_CPPE_MUT-allCrxSites	0.0	0.0
chr1-172488973-172489137_CPPE_WT	18.819682186853907	2.341600661091129
chr1-172683691-172683855_CPPN_MUT-allCrxSites	0.0	0.0
chr1-172683691-172683855_CPPN_WT	0.0	0.0
chr1-175692802-175692966_CSPQ_MUT-shape	0.0	0.0
chr1-175692802-175692966_CSPQ_WT	0.0	0.0
chr1-176043212-176043376_CPPN_MUT-allCrxSites	0.0	0.0
chr1-176043212-176043376_CPPN_WT	0.0	0.0
chr1-176845526-176845690_CPPN_MUT-allCrxSites	0.0	0.0
chr1-176845526-176845690_CPPN_WT	0.29312792670794113	0.0999858284662389
chr1-177011031-177011195_UPPE_MUT-allCrxSites	0.0	0.0
chr1-177011031-177011195_UPPE_WT	0.0	0.0
chr1-178196513-178196677_CPPN_MUT-allCrxSites	0.0	0.0
chr1-178196513-178196677_CPPN_WT	0.0	0.0
chr1-178369504-178369668_CPPP_MUT-allCrxSites	0.0	0.0
chr1-178369504-178369668_CPPP_WT	0.0	0.0
chr1-180196089-180196253_CPPP_MUT-allCrxSites	0.0	0.0
chr1-180196089-180196253_CPPP_WT	0.0	0.0
chr1-180387248-180387412_UPPP_MUT-allCrxSites	0.0	0.0
chr1-180387248-180387412_UPPP_WT	0.0	0.0
chr1-181150511-181150675_UPPN_MUT-allCrxSites	0.0	0.0
chr1-181150511-181150675_UPPN_WT	0.0	0.0
chr1-185363439-185363603_UPPP_MUT-allCrxSites	0.0	0.0
chr1-185363439-185363603_UPPP_WT	0.0	0.0
chr1-186343201-186343365_UPCE_MUT-allCrxSites	0.0	0.0
chr1-186343201-186343365_UPCE_WT	0.0	0.0
chr1-188154772-188154936_UPPE_MUT-allCrxSites	0.0	0.0
chr1-188154772-188154936_UPPE_WT	0.0	0.0
chr1-188595155-188595319_CPPE_MUT-allCrxSites	0.0	0.0
chr1-188595155-188595319_CPPE_WT	NaN	NaN
chr1-189883068-189883232_UPCE_MUT-allCrxSites	0.0	0.0
chr1-189883068-189883232_UPCE_WT	0.0	0.0
chr1-190860732-190860896_CPPE_MUT-allCrxSites	0.0	0.0
chr1-190860732-190860896_CPPE_WT	0.0	0.0
chr1-191079258-191079422_CSPE_MUT-shape	0.15925363466744571	0.0314538606250112
chr1-191079258-191079422_CSPE_WT	0.2399399995194913	0.02392342673655994
chr1-191777696-191777860_CPPE_MUT-allCrxSites	0.0	0.0
chr1-191777696-191777860_CPPE_WT	0.0	0.0
chr1-191791878-191792042_UPPE_MUT-allCrxSites	0.0	0.0
chr1-191791878-191792042_UPPE_WT	0.7886681413528237	0.30113065220151086
chr1-191815518-191815682_CPPE_MUT-allCrxSites	0.0	0.0
chr1-191815518-191815682_CPPE_WT	0.0	0.0
chr1-191821242-191821406_CPPP_MUT-allCrxSites	0.0	0.0
chr1-191821242-191821406_CPPP_WT	0.0	0.0
chr1-191821242-191821406_CPPP_scrambled	0.0	0.0
chr1-191875042-191875206_UPCE_MUT-allCrxSites	0.0	0.0
chr1-191875042-191875206_UPCE_WT	0.09085694703954024	0.017482946943899808
chr1-191978381-191978545_CPNP_MUT-allCrxSites	0.0	0.0
chr1-191978381-191978545_CPNP_WT	0.0	0.0
chr1-191981690-191981854_CPPP_MUT-allCrxSites	0.0	0.0
chr1-191981690-191981854_CPPP_WT	0.0	0.0
chr1-191981690-191981854_CPPP_scrambled	0.0	0.0
chr1-192128416-192128580_CPPE_MUT-allCrxSites	0.0	0.0
chr1-192128416-192128580_CPPE_WT	0.0	0.0
chr1-192829061-192829225_CPPE_MUT-allCrxSites	0.0	0.0
chr1-192829061-192829225_CPPE_WT	1.4572505967538973	0.3714852629998916
chr1-193204018-193204182_CPPN_MUT-allCrxSites	0.0	0.0
chr1-193204018-193204182_CPPN_WT	0.0	0.0
chr1-195130800-195130964_UPPP_MUT-allCrxSites	0.748813498815839	0.18255372586260513
chr1-195130800-195130964_UPPP_WT	0.0	0.0
chr1-20820290-20820454_CSPQ_MUT-shape	0.0	0.0
chr1-20820290-20820454_CSPQ_WT	0.0	0.0
chr1-24005675-24005839_CPPP_MUT-allCrxSites	0.0	0.0
chr1-24005675-24005839_CPPP_WT	0.0	0.0
chr1-24280121-24280285_CPPE_MUT-allCrxSites	0.0	0.0
chr1-24280121-24280285_CPPE_WT	0.0	0.0
chr1-24492258-24492422_CPPN_MUT-allCrxSites	0.0	0.0
chr1-24492258-24492422_CPPN_WT	0.0	0.0
chr1-24759179-24759343_UPCE_MUT-allCrxSites	0.0	0.0
chr1-24759179-24759343_UPCE_WT	0.0	0.0
chr1-34866841-34867005_CPPE_MUT-allCrxSites	0.0	0.0
chr1-34866841-34867005_CPPE_WT	0.0	0.0
chr1-36065107-36065271_CPPE_MUT-allCrxSites	0.0	0.0
chr1-36065107-36065271_CPPE_WT	0.0	0.0
chr1-36476355-36476519_CPRE_MUT-allCrxSites	0.0	0.0
chr1-36476355-36476519_CPRE_WT	0.0	0.0
chr1-36681033-36681197_CPPE_MUT-allCrxSites	0.0	0.0
chr1-36681033-36681197_CPPE_WT	2.645676008502529	0.2762881531815682
chr1-39434003-39434167_CPPE_MUT-allCrxSites	0.0	0.0
chr1-39434003-39434167_CPPE_WT	1.1119646867319697	0.36404996952585283
chr1-39445117-39445281_UPRE_MUT-allCrxSites	0.0	0.0
chr1-39445117-39445281_UPRE_WT	0.0	0.0
chr1-39446293-39446457_CPPE_scrambled	0.0	0.0
chr1-39452126-39452290_CPNE_MUT-allCrxSites	0.0	0.0
chr1-39452126-39452290_CPNE_WT	0.0	0.0
chr1-39608956-39609120_CPRE_MUT-allCrxSites	0.0	0.0
chr1-39608956-39609120_CPRE_WT	0.0	0.0
chr1-44147572-44147736_UPPP_MUT-allCrxSites	0.0	0.0
chr1-44147572-44147736_UPPP_WT	0.0	0.0
chr1-51925637-51925801_UPCE_MUT-allCrxSites	0.0	0.0
chr1-51925637-51925801_UPCE_WT	0.0	0.0
chr1-52232036-52232200_CPPP_MUT-allCrxSites	0.0	0.0
chr1-52232036-52232200_CPPP_WT	0.0	0.0
chr1-53272657-53272821_UPCE_MUT-allCrxSites	0.0	0.0
chr1-53272657-53272821_UPCE_WT	0.0	0.0
chr1-55002390-55002554_CPPN_MUT-allCrxSites	0.0	0.0
chr1-55002390-55002554_CPPN_WT	0.0	0.0
chr1-55052605-55052769_CBPP_MUT-shape	0.0	0.0
chr1-55052605-55052769_CBPP_WT	0.0	0.0
chr1-55888749-55888913_CPPN_MUT-allCrxSites	0.0	0.0
chr1-55888749-55888913_CPPN_WT	0.0	0.0
chr1-58711926-58712090_UPPP_MUT-allCrxSites	0.0	0.0
chr1-58711926-58712090_UPPP_WT	0.0	0.0
chr1-59163362-59163526_CPPE_MUT-allCrxSites	0.0	0.0
chr1-59163362-59163526_CPPE_WT	0.0	0.0
chr1-59164069-59164233_CPPE_MUT-allCrxSites	0.0	0.0
chr1-59164069-59164233_CPPE_WT	4.6445467378300505	0.5153318475108651
chr1-59229602-59229766_CPPE_MUT-allCrxSites	0.0	0.0
chr1-59229602-59229766_CPPE_WT	0.0	0.0
chr1-59229602-59229766_CPPE_scrambled	0.0	0.0
chr1-62754515-62754679_UPCE_MUT-allCrxSites	0.0	0.0
chr1-62754515-62754679_UPCE_WT	2.3751145601092065	0.49563521094182866
chr1-64532403-64532567_UPPP_MUT-allCrxSites	0.0	0.0
chr1-64532403-64532567_UPPP_WT	NaN	NaN
chr1-64738141-64738305_CPPP_MUT-allCrxSites	NaN	NaN
chr1-64738141-64738305_CPPP_WT	0.0	0.0
chr1-64976180-64976344_UPRE_MUT-allCrxSites	0.0	0.0
chr1-64976180-64976344_UPRE_WT	0.0	0.0
chr1-65179020-65179184_CBPP_MUT-shape	0.0	0.0
chr1-65179020-65179184_CBPP_WT	0.0	0.0
chr1-66364524-66364688_CPPP_MUT-allCrxSites	0.0	0.0
chr1-66364524-66364688_CPPP_WT	7.602981508180503	0.6706711724746707
chr1-72136290-72136454_CPPN_MUT-allCrxSites	0.0	0.0
chr1-72136290-72136454_CPPN_WT	0.0	0.0
chr1-72255203-72255367_UPPE_MUT-allCrxSites	0.0	0.0
chr1-72255203-72255367_UPPE_WT	0.0	0.0
chr1-74438165-74438329_CSPE_MUT-shape	0.0	0.0
chr1-74438165-74438329_CSPE_WT	0.0	0.0
chr1-74860827-74860991_CPNE_MUT-allCrxSites	0.0912147595840729	0.030123649241610265
chr1-74860827-74860991_CPNE_WT	0.0	0.0
chr1-75191506-75191670_UPPP_MUT-allCrxSites	0.0	0.0
chr1-75191506-75191670_UPPP_WT	0.0	0.0
chr1-75454422-75454586_UPCE_MUT-allCrxSites	0.0	0.0
chr1-75454422-75454586_UPCE_WT	0.0	0.0
chr1-76453214-76453378_CPPE_MUT-allCrxSites	0.0	0.0
chr1-76453214-76453378_CPPE_WT	0.0	0.0
chr1-77660534-77660698_CPPE_MUT-allCrxSites	0.0	0.0
chr1-77660534-77660698_CPPE_WT	1.2374524476520194	0.778827780060589
chr1-78567553-78567717_CPPN_MUT-allCrxSites	0.0	0.0
chr1-78567553-78567717_CPPN_WT	0.0	0.0
chr1-80403126-80403290_UPPE_MUT-allCrxSites	0.0	0.0
chr1-80403126-80403290_UPPE_WT	0.0	0.0
chr1-80404175-80404339_CPPE_MUT-allCrxSites	0.0	0.0
chr1-80404175-80404339_CPPE_WT	0.0	0.0
chr1-82747316-82747480_UPCE_MUT-allCrxSites	1.6482879871460436	0.399013710993033
chr1-82747316-82747480_UPCE_WT	0.0	0.0
chr1-86059442-86059606_CPPE_MUT-allCrxSites	0.12517055381952089	0.043417172866276665
chr1-86059442-86059606_CPPE_WT	0.0	0.0
chr1-86064309-86064473_CSPP_MUT-shape	0.0	0.0
chr1-86064309-86064473_CSPP_WT	0.0	0.0
chr1-86156752-86156916_CPRE_MUT-allCrxSites	0.0	0.0
chr1-86156752-86156916_CPRE_WT	0.0	0.0
chr1-86214379-86214543_UPPE_MUT-allCrxSites	0.0	0.0
chr1-86214379-86214543_UPPE_WT	0.0	0.0
chr1-86359377-86359541_CSPP_MUT-shape	0.0	0.0
chr1-86359377-86359541_CSPP_WT	0.0	0.0
chr1-86704321-86704485_UPPP_MUT-allCrxSites	0.0	0.0
chr1-86704321-86704485_UPPP_WT	0.0	0.0
chr1-87780612-87780776_CPNE_MUT-allCrxSites	0.0	0.0
chr1-87780612-87780776_CPNE_WT	0.0	0.0
chr1-89489147-89489311_CPPN_MUT-allCrxSites	0.0	0.0
chr1-89489147-89489311_CPPN_WT	0.261497003674001	0.06938041817881027
chr1-89893444-89893608_CPPE_MUT-allCrxSites	0.0	0.0
chr1-89893444-89893608_CPPE_WT	0.21295788663082552	0.07917496515315191
chr1-90734010-90734174_CPPE_MUT-allCrxSites	0.0	0.0
chr1-90734010-90734174_CPPE_WT	0.0	0.0
chr1-92180486-92180650_CSPP_MUT-shape	0.0	0.0
chr1-92180486-92180650_CSPP_WT	0.0	0.0
chr1-93115072-93115236_CSPE_MUT-shape	0.0	0.0
chr1-93115072-93115236_CSPE_WT	0.0	0.0
chr1-93670073-93670237_CPPE_MUT-allCrxSites	0.0	0.0
chr1-93670073-93670237_CPPE_WT	9.055671989181663	1.6903616071672456
chr1-94035262-94035426_UPCP_MUT-allCrxSites	0.0	0.0
chr1-94035262-94035426_UPCP_WT	0.0	0.0
chr1-9545234-9545398_CPPQ_MUT-allCrxSites	2.8961830277315546	1.0756177192485674
chr1-9545234-9545398_CPPQ_WT	0.6817773293271117	0.05987814895500103
chr1-97644587-97644751_CPPE_MUT-allCrxSites	0.0	0.0
chr1-97644587-97644751_CPPE_WT	0.0	0.0
chr1-97770468-97770632_UPPP_MUT-allCrxSites	0.0	0.0
chr1-97770468-97770632_UPPP_WT	0.0	0.0
chr10-105850311-105850475_CPPE_MUT-allCrxSites	0.5802953827624203	0.08475101968359752
chr10-105850311-105850475_CPPE_WT	0.37724567637788464	0.13422116691546643
chr10-105865380-105865544_CPPE_MUT-allCrxSites	0.0	0.0
chr10-105865380-105865544_CPPE_WT	0.0	0.0
chr10-106744271-106744435_CPPE_MUT-allCrxSites	0.0	0.0
chr10-106744271-106744435_CPPE_WT	0.0	0.0
chr10-108404882-108405046_CPPE_MUT-allCrxSites	NaN	NaN
chr10-108404882-108405046_CPPE_WT	0.0	0.0
chr10-108942801-108942965_UPRE_MUT-allCrxSites	NaN	NaN
chr10-108942801-108942965_UPRE_WT	NaN	NaN
chr10-109723749-109723913_CPPE_MUT-allCrxSites	0.0	0.0
chr10-109723749-109723913_CPPE_WT	0.46458409158772235	0.050053683944861
chr10-110986718-110986882_UPCE_MUT-allCrxSites	0.0	0.0
chr10-110986718-110986882_UPCE_WT	0.0	0.0
chr10-111031504-111031668_CPPE_MUT-allCrxSites	0.0	0.0
chr10-111031504-111031668_CPPE_WT	0.0	0.0
chr10-111972618-111972782_CPPQ_MUT-allCrxSites	0.6194005933884862	0.06572693117202043
chr10-111972618-111972782_CPPQ_WT	0.48275289648989045	0.016858557169077824
chr10-117105184-117105348_UPPE_MUT-allCrxSites	0.0	0.0
chr10-117105184-117105348_UPPE_WT	0.0	0.0
chr10-117809267-117809431_UPPE_MUT-allCrxSites	0.0	0.0
chr10-117809267-117809431_UPPE_WT	0.0	0.0
chr10-118002007-118002171_CPPE_MUT-allCrxSites	0.0	0.0
chr10-118002007-118002171_CPPE_WT	0.0	0.0
chr10-118592761-118592925_CPPE_MUT-allCrxSites	0.0	0.0
chr10-118592761-118592925_CPPE_WT	0.0	0.0
chr10-118784032-118784196_UPCE_MUT-allCrxSites	0.0	0.0
chr10-118784032-118784196_UPCE_WT	0.0	0.0
chr10-119065671-119065835_CPPE_MUT-allCrxSites	4.376949401079193	0.5224859640802648
chr10-119065671-119065835_CPPE_WT	53.6159035038591	1.8979593122219185
chr10-119082113-119082277_CPRE_MUT-allCrxSites	0.0	0.0
chr10-119082113-119082277_CPRE_WT	0.0	0.0
chr10-119135186-119135350_CPPN_MUT-allCrxSites	0.0	0.0
chr10-119135186-119135350_CPPN_WT	0.0	0.0
chr10-119691873-119692037_UPCP_MUT-allCrxSites	0.0	0.0
chr10-119691873-119692037_UPCP_WT	0.0	0.0
chr10-121329668-121329832_CPPE_MUT-allCrxSites	0.0	0.0
chr10-121329668-121329832_CPPE_WT	2.0620883423400946	0.1689312483387477
chr10-122697490-122697654_CSRE_MUT-shape	0.3461236055785097	0.10571524035614706
chr10-122697490-122697654_CSRE_WT	0.0	0.0
chr10-122701663-122701827_CPPE_MUT-allCrxSites	0.0	0.0
chr10-122701663-122701827_CPPE_WT	0.0	0.0
chr10-123013954-123014118_UPPE_MUT-allCrxSites	0.0	0.0
chr10-123013954-123014118_UPPE_WT	0.0	0.0
chr10-127058229-127058393_CPPE_MUT-allCrxSites	0.0	0.0
chr10-127058229-127058393_CPPE_WT	0.0	0.0
chr10-127188617-127188781_UPPP_MUT-allCrxSites	0.0	0.0
chr10-127188617-127188781_UPPP_WT	0.0	0.0
chr10-127209659-127209823_CPPP_MUT-allCrxSites	0.0	0.0
chr10-127209659-127209823_CPPP_WT	0.0698597539442407	0.004204899727397074
chr10-128303059-128303223_CPPP_MUT-allCrxSites	0.0	0.0
chr10-128303059-128303223_CPPP_WT	0.0	0.0
chr10-128376427-128376591_UPCP_MUT-allCrxSites	0.0	0.0
chr10-128376427-128376591_UPCP_WT	0.0	0.0
chr10-128626645-128626809_CPPP_MUT-allCrxSites	NaN	NaN
chr10-128626645-128626809_CPPP_WT	0.0	0.0
chr10-128805378-128805542_CSPP_MUT-shape	0.0	0.0
chr10-128805378-128805542_CSPP_WT	NaN	NaN
chr10-128923208-128923372_UPPP_MUT-allCrxSites	0.0	0.0
chr10-128923208-128923372_UPPP_WT	0.0	0.0
chr10-13008261-13008425_CSPQ_MUT-shape	0.0	0.0
chr10-13008261-13008425_CSPQ_WT	0.0	0.0
chr10-13553040-13553204_CPPP_MUT-allCrxSites	0.0	0.0
chr10-13553040-13553204_CPPP_WT	0.0	0.0
chr10-13843872-13844036_CPPN_MUT-allCrxSites	0.0	0.0
chr10-13843872-13844036_CPPN_WT	0.0	0.0
chr10-14705490-14705654_CSPP_MUT-shape	0.0	0.0
chr10-14705490-14705654_CSPP_WT	0.0	0.0
chr10-18234918-18235082_UPPP_MUT-allCrxSites	0.0	0.0
chr10-18234918-18235082_UPPP_WT	0.40668592731774694	0.1206494490696257
chr10-19096567-19096731_CPRE_MUT-allCrxSites	0.0	0.0
chr10-19096567-19096731_CPRE_WT	0.0	0.0
chr10-20149687-20149851_CPPP_MUT-allCrxSites	0.0	0.0
chr10-20149687-20149851_CPPP_WT	0.0	0.0
chr10-20205846-20206010_CPPP_MUT-allCrxSites	NaN	NaN
chr10-20205846-20206010_CPPP_WT	NaN	NaN
chr10-20312262-20312426_CSNP_MUT-shape	0.0	0.0
chr10-20312262-20312426_CSNP_WT	0.3192370671142371	0.04473771788783151
chr10-21994571-21994735_CPPQ_MUT-allCrxSites	0.0	0.0
chr10-21994571-21994735_CPPQ_WT	0.0	0.0
chr10-21998500-21998664_CPRN_MUT-allCrxSites	0.0	0.0
chr10-21998500-21998664_CPRN_WT	0.0	0.0
chr10-25015403-25015567_UPPE_MUT-allCrxSites	0.0	0.0
chr10-25015403-25015567_UPPE_WT	0.0	0.0
chr10-37076532-37076696_UPCE_MUT-allCrxSites	0.0	0.0
chr10-37076532-37076696_UPCE_WT	0.0	0.0
chr10-39137881-39138045_CPPE_MUT-allCrxSites	0.0	0.0
chr10-39137881-39138045_CPPE_WT	0.0	0.0
chr10-39541066-39541230_CPPE_MUT-allCrxSites	0.0	0.0
chr10-39541066-39541230_CPPE_WT	0.0	0.0
chr10-39691484-39691648_CPPE_MUT-allCrxSites	0.0	0.0
chr10-39691484-39691648_CPPE_WT	0.0	0.0
chr10-39898723-39898887_UPPP_MUT-allCrxSites	0.0	0.0
chr10-39898723-39898887_UPPP_WT	0.0	0.0
chr10-40317376-40317540_CPPE_MUT-allCrxSites	0.0	0.0
chr10-40317376-40317540_CPPE_WT	0.0	0.0
chr10-40406717-40406881_CPPN_MUT-allCrxSites	0.0	0.0
chr10-40406717-40406881_CPPN_WT	0.0	0.0
chr10-41519012-41519176_CSPP_MUT-shape	0.0	0.0
chr10-41519012-41519176_CSPP_WT	0.0	0.0
chr10-42018836-42019000_UPPE_MUT-allCrxSites	0.0	0.0
chr10-42018836-42019000_UPPE_WT	0.0	0.0
chr10-42501632-42501796_UPPP_MUT-allCrxSites	0.0	0.0
chr10-42501632-42501796_UPPP_WT	0.0	0.0
chr10-42735843-42736007_CPPE_MUT-allCrxSites	0.0	0.0
chr10-42735843-42736007_CPPE_WT	3.096873711123562	0.21637696474882986
chr10-42910655-42910819_UPPE_MUT-allCrxSites	0.0	0.0
chr10-42910655-42910819_UPPE_WT	0.0	0.0
chr10-44567331-44567495_UPRN_MUT-allCrxSites	0.0	0.0
chr10-44567331-44567495_UPRN_WT	0.0	0.0
chr10-44607836-44608000_CPPN_MUT-allCrxSites	0.0	0.0
chr10-44607836-44608000_CPPN_WT	0.0	0.0
chr10-5054585-5054749_CPPE_MUT-allCrxSites	0.0	0.0
chr10-5054585-5054749_CPPE_WT	0.28911746215705597	0.14219618152193764
chr10-56228914-56229078_CPPP_MUT-allCrxSites	0.0	0.0
chr10-56228914-56229078_CPPP_WT	0.0	0.0
chr10-58322847-58323011_CPPP_MUT-allCrxSites	0.0	0.0
chr10-58322847-58323011_CPPP_WT	0.11046720217334355	0.03000941416306056
chr10-58323394-58323558_CSPP_MUT-shape	0.0	0.0
chr10-58323394-58323558_CSPP_WT	0.0	0.0
chr10-58335781-58335945_CPRE_MUT-allCrxSites	0.0	0.0
chr10-58335781-58335945_CPRE_WT	0.0	0.0
chr10-58559903-58560067_CPRN_MUT-allCrxSites	1.4234807269567964	0.040589128621427994
chr10-58559903-58560067_CPRN_WT	0.05066055477271173	0.01789391707745876
chr10-59628928-59629092_CPPE_MUT-allCrxSites	0.0	0.0
chr10-59628928-59629092_CPPE_WT	0.0	0.0
chr10-59781204-59781368_UPPE_MUT-allCrxSites	0.0	0.0
